Name,OpName,FwOps,BwOps,AccOps,Prev,Next,InputShapes,OutputShape
view_8,misc,[],[],[],"{'getitem_12', 'size_7', 'getitem_11', 'bmm'}",{'add_6'},"[(64, 2048, 2048), (1,), (1,), (1,)]","(2, 32, 2048, 2048)"
add_6,VECadd,"[['VECadd', (131072, 2048)]]",[],[],"{'view_8', 'masked_fill_1'}","{'getattr_10', 'max_1', 'getattr_8'}","[(2, 32, 2048, 2048), (2, 1, 2048, 2048)]","(2, 32, 2048, 2048)"
getattr_8,misc,[],[],[],{'add_6'},{'finfo_3'},"[(2, 32, 2048, 2048)]","(1,)"
finfo_3,misc,[],[],[],{'getattr_8'},{'getattr_9'},"[(1,)]","(1,)"
getattr_9,misc,[],[],[],{'finfo_3'},{'tensor'},"[(1,)]","(1,)"
getattr_10,misc,[],[],[],{'add_6'},{'tensor'},"[(2, 32, 2048, 2048)]","(1,)"
tensor,misc,[],[],[],"{'getattr_9', 'getattr_10'}",{'max_1'},"[(1,), (1,)]","(1,)"
max_1,misc,[],[],[],"{'tensor', 'add_6'}",{'view_9'},"[(2, 32, 2048, 2048), (1,)]","(2, 32, 2048, 2048)"
mul_4,misc,[],[],[],{'getitem_11'},{'view_9'},"[(1,)]","(1,)"
view_9,misc,[],[],[],"{'size_7', 'max_1', 'mul_4', 'getitem_12'}","{'softmax', 'getattr_11'}","[(2, 32, 2048, 2048), (1,), (1,), (1,)]","(64, 2048, 2048)"
getattr_11,misc,[],[],[],{'view_9'},{'eq'},"[(64, 2048, 2048)]","(1,)"
eq,misc,[],[],[],{'getattr_11'},set(),"[(1,)]","(1,)"
softmax,VECsoftmax,"[['VECsoftmax', (131072, 2048)]]",[],[],{'view_9'},{'dropout'},"[(64, 2048, 2048)]","(64, 2048, 2048)"
dropout,misc,[],[],[],{'softmax'},{'bmm_1'},"[(64, 2048, 2048)]","(64, 2048, 2048)"
bmm_1,BMM,"[['BMM', (64, 2048, 2048, 64)]]",[],[],"{'view_7', 'dropout'}","{'size_10', 'view_10'}","[(64, 2048, 2048), (64, 2048, 64)]","(64, 2048, 64)"
size_10,misc,[],[],[],{'bmm_1'},{'ne_2'},"[(64, 2048, 64)]","(1,)"
mul_5,misc,[],[],[],{'getitem_11'},{'ne_2'},"[(1,)]","(1,)"
ne_2,misc,[],[],[],"{'size_10', 'getitem_12', 'mul_5'}",set(),"[(1,), (1,), (1,)]","(1,)"
view_10,misc,[],[],[],"{'getitem_12', 'getitem_11', 'bmm_1'}",{'transpose_4'},"[(64, 2048, 64), (1,), (1,)]","(2, 32, 2048, 64)"
transpose_4,misc,[],[],[],{'view_10'},{'reshape'},"[(2, 32, 2048, 64)]","(2, 2048, 32, 64)"
reshape,misc,[],[],[],"{'getitem_12', 'getitem_11', 'transpose_4'}",{'model_decoder_layers_0_self_attn_out_proj'},"[(2, 2048, 32, 64), (1,), (1,)]","(2, 2048, 2048)"
model_decoder_layers_0_self_attn_out_proj,Linear,"[['Linear', (4096, 2048, 2048)]]",[],[],{'reshape'},{'dropout_1'},"[(2, 2048, 2048)]","(2, 2048, 2048)"
dropout_1,misc,[],[],[],{'model_decoder_layers_0_self_attn_out_proj'},{'add_7'},"[(2, 2048, 2048)]","(2, 2048, 2048)"
add_7,VECadd,"[['VECadd', (4096, 2048)]]",[],[],"{'dropout_1', 'add_5'}","{'reshape_1', 'size_12', 'size_11'}","[(2, 2048, 2048), (2, 2048, 2048)]","(2, 2048, 2048)"
size_11,misc,[],[],[],{'add_7'},{'view_11'},"[(2, 2048, 2048)]","(1,)"
size_12,misc,[],[],[],{'add_7'},{'reshape_1'},"[(2, 2048, 2048)]","(1,)"
reshape_1,misc,[],[],[],"{'add_7', 'size_12'}","{'add_8', 'model_decoder_layers_0_final_layer_norm'}","[(2, 2048, 2048), (1,)]","(4096, 2048)"
model_decoder_layers_0_final_layer_norm,VECln,"[['VECln', (4096, 2048)]]",[],[],{'reshape_1'},{'model_decoder_layers_0_fc1'},"[(4096, 2048)]","(4096, 2048)"
model_decoder_layers_0_fc1,Linear,"[['Linear', (4096, 2048, 8192)]]",[],[],{'model_decoder_layers_0_final_layer_norm'},{'model_decoder_layers_0_activation_fn'},"[(4096, 2048)]","(4096, 8192)"
model_decoder_layers_0_activation_fn,VECrelu,"[['VECrelu', (4096, 8192)]]",[],[],{'model_decoder_layers_0_fc1'},{'model_decoder_layers_0_fc2'},"[(4096, 8192)]","(4096, 8192)"
model_decoder_layers_0_fc2,Linear,"[['Linear', (4096, 8192, 2048)]]",[],[],{'model_decoder_layers_0_activation_fn'},{'dropout_2'},"[(4096, 8192)]","(4096, 2048)"
dropout_2,misc,[],[],[],{'model_decoder_layers_0_fc2'},{'add_8'},"[(4096, 2048)]","(4096, 2048)"
add_8,VECadd,"[['VECadd', (4096, 2048)]]",[],[],"{'reshape_1', 'dropout_2'}",{'view_11'},"[(4096, 2048), (4096, 2048)]","(4096, 2048)"
view_11,misc,[],[],[],"{'size_11', 'add_8'}",{'model_decoder_final_layer_norm'},"[(4096, 2048), (1,)]","(2, 2048, 2048)"
model_decoder_final_layer_norm,VECln,"[['VECln', (4096, 2048)]]",[],[],{'view_11'},{'lm_head'},"[(2, 2048, 2048)]","(2, 2048, 2048)"
lm_head,Linear,"[['Linear', (4096, 2048, 50272)]]",[],[],{'model_decoder_final_layer_norm'},{'contiguous_3'},"[(2, 2048, 2048)]","(2, 2048, 50272)"
contiguous_3,contiguous,"[['MEM', ((2, 2048, 50272), (2, 2048, 50272))]]",[],[],{'lm_head'},{'output'},"[(2, 2048, 50272)]","(2, 2048, 50272)"
output,output,[],[],[],"{'contiguous_1', 'contiguous', 'contiguous_3'}",set(),"[(2, 2048, 50272), (2, 32, 2048, 64), (2, 32, 2048, 64)]","(2, 2048, 50272)"
