Name,OpName,FwOps,BwOps,AccOps,Prev,Next,InputShapes,OutputShape
mul_2,VECmulu,"[['VECmulu', (16384, 10240)]]",[],[],{'add_12'},{'tanh'},"[(8, 2048, 10240)]","(8, 2048, 10240)"
tanh,VECtanh,"[['VECtanh', (16384, 10240)]]",[],[],{'mul_2'},{'add_13'},"[(8, 2048, 10240)]","(8, 2048, 10240)"
add_13,VECaddu,"[['VECaddu', (16384, 10240)]]",[],[],{'tanh'},{'mul_3'},"[(8, 2048, 10240)]","(8, 2048, 10240)"
mul_3,VECmul,"[['VECmul', (16384, 10240)]]",[],[],"{'add_13', 'mul'}","{'size_16', 'size_17', 'view_11'}","[(8, 2048, 10240), (8, 2048, 10240)]","(8, 2048, 10240)"
size_16,misc,[],[],[],{'mul_3'},{'getitem_15'},"[(8, 2048, 10240)]","(1,)"
getitem_15,getitem,"[['MEM', ((1,), (1,))]]",[],[],{'size_16'},{'add_14'},"[(1,)]","(1,)"
add_14,misc,[],[],[],{'getitem_15'},{'view_12'},"[(1,)]","(1,)"
transformer_h_0_mlp_c_proj_bias,misc,[],[],[],set(),{'addmm_3'},[],"(2560,)"
size_17,misc,[],[],[],{'mul_3'},{'view_11'},"[(8, 2048, 10240)]","(1,)"
view_11,misc,[],[],[],"{'size_17', 'mul_3'}",{'addmm_3'},"[(8, 2048, 10240), (1,)]","(16384, 10240)"
transformer_h_0_mlp_c_proj_weight,misc,[],[],[],set(),{'addmm_3'},[],"(10240, 2560)"
addmm_3,Linear,"[['Linear', (16384, 10240, 2560)]]",[],[],"{'transformer_h_0_mlp_c_proj_weight', 'transformer_h_0_mlp_c_proj_bias', 'view_11'}",{'view_12'},"[(2560,), (16384, 10240), (10240, 2560)]","(16384, 2560)"
view_12,misc,[],[],[],"{'add_14', 'addmm_3'}",{'transformer_h_0_mlp_dropout'},"[(16384, 2560), (1,)]","(8, 2048, 2560)"
transformer_h_0_mlp_dropout,misc,[],[],[],{'view_12'},{'add_15'},"[(8, 2048, 2560)]","(8, 2048, 2560)"
add_15,VECadd,"[['VECadd', (16384, 2560)]]",[],[],"{'transformer_h_0_mlp_dropout', 'add_10'}",{'transformer_ln_f'},"[(8, 2048, 2560), (8, 2048, 2560)]","(8, 2048, 2560)"
transformer_ln_f,VECln,"[['VECln', (16384, 2560)]]",[],[],{'add_15'},{'view_13'},"[(8, 2048, 2560)]","(8, 2048, 2560)"
view_13,misc,[],[],[],"{'add_3', 'transformer_ln_f'}",{'lm_head'},"[(8, 2048, 2560), (1,)]","(8, 2048, 2560)"
lm_head,Linear,"[['Linear', (16384, 2560, 50257)]]",[],[],{'view_13'},{'output'},"[(8, 2048, 2560)]","(8, 2048, 50257)"
output,output,[],[],[],"{'permute_2', 'permute_1', 'lm_head'}",set(),"[(8, 2048, 50257), (8, 32, 2048, 80), (8, 32, 2048, 80)]","(8, 2048, 50257)"
