Name,OpName,FwOps,BwOps,AccOps,Prev,Next,InputShapes,OutputShape
add_4,misc,[],[],[],{'getitem_4'},{'view_2'},"[(1,)]","(1,)"
transformer_h_0_attn_c_attn_bias,misc,[],[],[],set(),{'addmm'},[],"(3840,)"
size_4,misc,[],[],[],{'transformer_h_0_ln_1'},{'view_1'},"[(4, 1024, 1280)]","(1,)"
view_1,misc,[],[],[],"{'size_4', 'transformer_h_0_ln_1'}",{'addmm'},"[(4, 1024, 1280), (1,)]","(4096, 1280)"
transformer_h_0_attn_c_attn_weight,misc,[],[],[],set(),{'addmm'},[],"(1280, 3840)"
addmm,Linear,"[('Linear', (4096, 1280, 960))]","[('Linear', (4096, 960, 1280)), ('Linear', (960, 4096, 1280))]","[('VECadd', [1, 1228800]), ('VECadd', [1, 960])]","{'transformer_h_0_attn_c_attn_bias', 'transformer_h_0_attn_c_attn_weight', 'view_1'}",{'view_2'},"[(960,), (4096, 1280), (4096, 960)]","(4096, 960)"
view_2,misc,[],[],[],"{'add_4', 'addmm'}",{'split'},"[(4096, 3840), (1,)]","(4, 1024, 3840)"
split,misc,[],[],[],{'view_2'},"{'getitem_7', 'getitem_6', 'getitem_5'}","[(4, 1024, 3840)]","(1,)"
getitem_5,getitem,"[('MEM', ((1,), (4, 1024, 320)))]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],{'split'},"{'view_3', 'size_5'}","[(960,), (4, 1280), (4, 960)]","(4, 1024, 320)"
getitem_6,getitem,"[('MEM', ((1,), (4, 1024, 320)))]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],{'split'},"{'size_6', 'view_4'}","[(960,), (4, 1280), (4, 960)]","(4, 1024, 320)"
getitem_7,getitem,"[('MEM', ((1,), (4, 1024, 320)))]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],{'split'},"{'view_5', 'size_7'}","[(960,), (4, 1280), (4, 960)]","(4, 1024, 320)"
size_5,misc,[],[],[],{'getitem_5'},{'getitem_8'},"[(4, 1024, 1280)]","(1,)"
getitem_8,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],{'size_5'},{'add_5'},"[(1,)]","(1,)"
add_5,misc,[],[],[],{'getitem_8'},{'view_3'},"[(1,)]","(1,)"
view_3,misc,[],[],[],"{'add_5', 'getitem_5'}",{'permute'},"[(4, 1024, 1280), (1,)]","(4, 1024, 20, 64)"
permute,misc,[],[],[],{'view_3'},"{'matmul', 'size_9'}","[(4, 1024, 20, 64)]","(4, 20, 1024, 64)"
size_6,misc,[],[],[],{'getitem_6'},{'getitem_9'},"[(4, 1024, 1280)]","(1,)"
getitem_9,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],{'size_6'},{'add_6'},"[(1,)]","(1,)"
add_6,misc,[],[],[],{'getitem_9'},{'view_4'},"[(1,)]","(1,)"
view_4,misc,[],[],[],"{'getitem_6', 'add_6'}",{'permute_1'},"[(4, 1024, 1280), (1,)]","(4, 1024, 20, 64)"
permute_1,misc,[],[],[],{'view_4'},"{'size_10', 'output', 'transpose'}","[(4, 1024, 20, 64)]","(4, 20, 1024, 64)"
size_7,misc,[],[],[],{'getitem_7'},{'getitem_10'},"[(4, 1024, 1280)]","(1,)"
getitem_10,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],{'size_7'},{'add_7'},"[(1,)]","(1,)"
add_7,misc,[],[],[],{'getitem_10'},{'view_5'},"[(1,)]","(1,)"
view_5,misc,[],[],[],"{'getitem_7', 'add_7'}",{'permute_2'},"[(4, 1024, 1280), (1,)]","(4, 1024, 20, 64)"
permute_2,misc,[],[],[],{'view_5'},"{'getattr_9', 'output', 'matmul_1', 'size_8'}","[(4, 1024, 20, 64)]","(4, 20, 1024, 64)"
transpose,misc,[],[],[],{'permute_1'},{'matmul'},"[(4, 20, 1024, 64)]","(4, 20, 64, 1024)"
matmul,BMM,"[('BMM', (20, 1024, 64, 1024))]","[('BMM', (20, 1024, 1024, 64)), ('BMM', (20, 64, 1024, 1024))]",[],"{'permute', 'transpose'}","{'truediv', 'getattr_2', 'getattr_3'}","[(4, 5, 1024, 64), (4, 5, 64, 1024)]","(4, 5, 1024, 1024)"
size_8,misc,[],[],[],{'permute_2'},{'pow_1'},"[(4, 20, 1024, 64)]","(1,)"
pow_1,misc,[],[],[],{'size_8'},{'full'},"[(1,)]","(1,)"
getattr_2,misc,[],[],[],{'matmul'},{'full'},"[(4, 20, 1024, 1024)]","(1,)"
getattr_3,misc,[],[],[],{'matmul'},{'full'},"[(4, 20, 1024, 1024)]","(1,)"
full,misc,[],[],[],"{'getattr_2', 'getattr_3', 'pow_1'}",{'truediv'},"[(1,), (1,), (1,)]","(1,)"
truediv,VECdiv,"[('VECdiv', (20480, 1024))]","[('VECdiv', (20480, 1024)), ('VECdiv', (20480, 1024))]",[],"{'matmul', 'full'}","{'getattr_8', 'getattr_7', 'getattr_4', 'getattr_6', 'to'}","[(4, 5, 1024, 1024), (1024,)]","(4, 5, 1024, 1024)"
size_9,misc,[],[],[],{'permute'},{'sub'},"[(4, 20, 1024, 64)]","(1,)"
size_10,misc,[],[],[],{'permute_1'},"{'sub', 'getitem_11'}","[(4, 20, 1024, 64)]","(1,)"
transformer_h_0_attn_bias,misc,[],[],[],set(),{'getitem_11'},[],"(1, 1, 1024, 1024)"
sub,misc,[],[],[],"{'size_10', 'size_9'}",{'getitem_11'},"[(1,), (1,)]","(1,)"
getitem_11,getitem,"[['MEM', ((1, 1, 1024, 1024), (1,), (1,), (1, 1, 1024, 1024))]]","[['MEM', ((1, 1, 1024, 1024), (1,), (1,))], ['MEM', ((1, 1, 1024, 1024), (1,), (1,))]]",[],"{'transformer_h_0_attn_bias', 'size_10', 'sub'}",{'where'},"[(1, 1, 1024, 1024), (1,), (1,)]","(1, 1, 1024, 1024)"
getattr_4,misc,[],[],[],{'truediv'},{'finfo'},"[(4, 20, 1024, 1024)]","(1,)"
finfo,misc,[],[],[],{'getattr_4'},{'getattr_5'},"[(1,)]","(1,)"
getattr_5,misc,[],[],[],{'finfo'},{'full_1'},"[(1,)]","(1,)"
getattr_6,misc,[],[],[],{'truediv'},{'full_1'},"[(4, 20, 1024, 1024)]","(1,)"
getattr_7,misc,[],[],[],{'truediv'},{'full_1'},"[(4, 20, 1024, 1024)]","(1,)"
full_1,misc,[],[],[],"{'getattr_7', 'getattr_6', 'getattr_5'}",{'where'},"[(1,), (1,), (1,)]","(1,)"
getattr_8,misc,[],[],[],{'truediv'},{'to'},"[(4, 20, 1024, 1024)]","(1,)"
to,misc,[],[],[],"{'truediv', 'getattr_8'}",{'where'},"[(4, 20, 1024, 1024), (1,)]","(4, 20, 1024, 1024)"
where,where,"[('MEM', ((1, 1, 1024, 1024), (4, 5, 1024, 1024), (1,), (4, 5, 1024, 1024)))]","[('MEM', ((1, 1, 1024, 1024), (4, 5, 1024, 1024), (1,))), ('MEM', ((1, 1, 1024, 1024), (4, 5, 1024, 1024), (1,)))]",[],"{'full_1', 'to', 'getitem_11'}",{'softmax'},"[(1, 1, 1024, 1024), (4, 5, 1024, 1024), (1,)]","(4, 5, 1024, 1024)"
softmax,VECsoftmax,"[('VECsoftmax', (20480, 1024))]","[('VECmul', (20480, 5)), ('VECsoftmax', (20480, 5))]",[],{'where'},{'type_1'},"[(4, 5, 1024, 1024)]","(4, 5, 1024, 1024)"
getattr_9,misc,[],[],[],{'permute_2'},{'type_1'},"[(4, 20, 1024, 64)]","(1,)"
type_1,misc,[],[],[],"{'getattr_9', 'softmax'}",{'transformer_h_0_attn_attn_dropout'},"[(4, 20, 1024, 1024), (1,)]","(4, 20, 1024, 1024)"
transformer_h_0_attn_attn_dropout,dropout,"[('MEM', ((4, 5, 1024, 1024), (4, 5, 1024, 1024)))]","[('MEM', ((4, 5, 1024, 1024),)), ('MEM', ((4, 5, 1024, 1024),))]",[],{'type_1'},{'matmul_1'},"[(4, 5, 1024, 1024)]","(4, 5, 1024, 1024)"
matmul_1,BMM,"[('BMM', (20, 1024, 64, 1024))]","[('BMM', (20, 1024, 1024, 64)), ('BMM', (20, 64, 1024, 1024))]",[],"{'permute_2', 'transformer_h_0_attn_attn_dropout'}",{'permute_3'},"[(4, 5, 1024, 64), (4, 5, 64, 1024)]","(4, 5, 1024, 1024)"
permute_3,misc,[],[],[],{'matmul_1'},{'contiguous'},"[(4, 20, 1024, 64)]","(4, 1024, 20, 64)"
contiguous,contiguous,"[('MEM', ((4, 1024, 5, 64), (4, 1024, 5, 64)))]","[('MEM', ((4, 1024, 5, 64),)), ('MEM', ((4, 1024, 5, 64),))]",[],{'permute_3'},"{'size_11', 'view_6'}","[(4, 1024, 5, 64)]","(4, 1024, 5, 64)"
size_11,misc,[],[],[],{'contiguous'},{'getitem_12'},"[(4, 1024, 20, 64)]","(1,)"
getitem_12,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],{'size_11'},{'add_8'},"[(1,)]","(1,)"
add_8,misc,[],[],[],{'getitem_12'},{'view_6'},"[(1,)]","(1,)"
view_6,misc,[],[],[],"{'add_8', 'contiguous'}","{'size_12', 'size_13', 'view_7'}","[(4, 1024, 20, 64), (1,)]","(4, 1024, 1280)"
size_12,misc,[],[],[],{'view_6'},{'getitem_13'},"[(4, 1024, 1280)]","(1,)"
getitem_13,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],{'size_12'},{'add_9'},"[(1,)]","(1,)"
add_9,misc,[],[],[],{'getitem_13'},{'view_8'},"[(1,)]","(1,)"
transformer_h_0_attn_c_proj_bias,misc,[],[],[],set(),{'addmm_1'},[],"(1280,)"
size_13,misc,[],[],[],{'view_6'},{'view_7'},"[(4, 1024, 1280)]","(1,)"
view_7,misc,[],[],[],"{'view_6', 'size_13'}",{'addmm_1'},"[(4, 1024, 1280), (1,)]","(4096, 1280)"
transformer_h_0_attn_c_proj_weight,misc,[],[],[],set(),{'addmm_1'},[],"(1280, 1280)"
addmm_1,Linear,"[('Linear', (4096, 320, 1280))]","[('Linear', (4096, 1280, 320)), ('Linear', (1280, 4096, 320))]","[('VECadd', [1, 409600]), ('VECadd', [1, 1280])]","{'view_7', 'transformer_h_0_attn_c_proj_bias', 'transformer_h_0_attn_c_proj_weight'}",{'view_8'},"[(1280,), (4096, 320), (4096, 1280)]","(4096, 1280)"
reduce_from_tensor_model_parallel_region_1,allreduce,"[['ALLREDUCE', (5242880,)]]","[['ALLREDUCE', (5242880,)]]",[],set(),set(),[],[]
view_8,misc,[],[],[],"{'add_9', 'addmm_1'}",{'transformer_h_0_attn_resid_dropout'},"[(4096, 1280), (1,)]","(4, 1024, 1280)"
transformer_h_0_attn_resid_dropout,dropout,"[['MEM', ((4, 1024, 1280), (4, 1024, 1280))]]","[['MEM', ((4, 1024, 1280),)], ['MEM', ((4, 1024, 1280),)]]",[],{'view_8'},{'add_10'},"[(4, 1024, 1280)]","(4, 1024, 1280)"
add_10,VECadd,"[['VECadd', (4096, 1280)]]","[['MEM', ((4096, 1280),)], ['MEM', ((4096, 1280),)]]",[],"{'transformer_drop', 'transformer_h_0_attn_resid_dropout'}","{'transformer_h_0_ln_2', 'add_15'}","[(4, 1024, 1280), (4, 1024, 1280)]","(4, 1024, 1280)"
transformer_h_0_ln_2,VECln,"[['VECln', (4096, 1280)]]","[['VECmul', (4096, 1280)]]","[['VECadd', [1, 1280]], ['VECadd', [1, 1280]]]",{'add_10'},"{'view_9', 'size_14', 'size_15'}","[(4, 1024, 1280)]","(4, 1024, 1280)"
size_14,misc,[],[],[],{'transformer_h_0_ln_2'},{'getitem_14'},"[(4, 1024, 1280)]","(1,)"
getitem_14,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],{'size_14'},{'add_11'},"[(1,)]","(1,)"
add_11,misc,[],[],[],{'getitem_14'},{'view_10'},"[(1,)]","(1,)"
transformer_h_0_mlp_c_fc_bias,misc,[],[],[],set(),{'addmm_2'},[],"(5120,)"
size_15,misc,[],[],[],{'transformer_h_0_ln_2'},{'view_9'},"[(4, 1024, 1280)]","(1,)"
view_9,misc,[],[],[],"{'transformer_h_0_ln_2', 'size_15'}",{'addmm_2'},"[(4, 1024, 1280), (1,)]","(4096, 1280)"
transformer_h_0_mlp_c_fc_weight,misc,[],[],[],set(),{'addmm_2'},[],"(1280, 5120)"
addmm_2,Linear,"[('Linear', (4096, 1280, 1280))]","[('Linear', (4096, 1280, 1280)), ('Linear', (1280, 4096, 1280))]","[('VECadd', [1, 1638400]), ('VECadd', [1, 1280])]","{'view_9', 'transformer_h_0_mlp_c_fc_weight', 'transformer_h_0_mlp_c_fc_bias'}",{'view_10'},"[(1280,), (4096, 1280), (4096, 1280)]","(4096, 1280)"
view_10,misc,[],[],[],"{'addmm_2', 'add_11'}","{'mul', 'pow_2', 'add_12'}","[(4096, 5120), (1,)]","(4, 1024, 5120)"
mul,VECmulu,"[('VECmulu', (4096, 1280))]","[('VECmulu', (4096, 1280))]",[],{'view_10'},{'mul_3'},"[(4, 1024, 5120)]","(4, 1024, 5120)"
pow_2,VECpowu,"[('VECpowu', (4096, 1280))]","[('VECpowu', (4096, 1280)), ('VECmul', (4096, 1280)), ('VECmulu', (4096, 1280))]",[],{'view_10'},{'mul_1'},"[(4, 1024, 5120)]","(4, 1024, 5120)"
mul_1,VECmulu,"[('VECmulu', (4096, 1280))]","[('VECmulu', (4096, 1280))]",[],{'pow_2'},{'add_12'},"[(4, 1024, 5120)]","(4, 1024, 5120)"
add_12,VECadd,"[('VECadd', (4096, 1280))]","[('MEM', ((4096, 1280),)), ('MEM', ((4096, 1280),))]",[],"{'view_10', 'mul_1'}",{'mul_2'},"[(4, 1024, 5120), (4, 1024, 5120)]","(4, 1024, 5120)"
mul_2,VECmulu,"[('VECmulu', (4096, 1280))]","[('VECmulu', (4096, 1280))]",[],{'add_12'},{'tanh'},"[(4, 1024, 5120)]","(4, 1024, 5120)"
tanh,VECtanh,"[('VECtanh', (4096, 1280))]","[('VECmulu', (4096, 1280)), ('VECaddu', (4096, 1280))]",[],{'mul_2'},{'add_13'},"[(4, 1024, 5120)]","(4, 1024, 5120)"
add_13,VECaddu,"[('VECaddu', (4096, 1280))]","[('MEM', ((4096, 1280),))]",[],{'tanh'},{'mul_3'},"[(4, 1024, 5120)]","(4, 1024, 5120)"
mul_3,VECmul,"[('VECmulu', (4096, 1280))]","[('VECmulu', (4096, 1280))]",[],"{'mul', 'add_13'}","{'size_16', 'view_11', 'size_17'}","[(4, 1024, 5120), (4, 1024, 5120)]","(4, 1024, 5120)"
size_16,misc,[],[],[],{'mul_3'},{'getitem_15'},"[(4, 1024, 5120)]","(1,)"
getitem_15,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],{'size_16'},{'add_14'},"[(1,)]","(1,)"
add_14,misc,[],[],[],{'getitem_15'},{'view_12'},"[(1,)]","(1,)"
transformer_h_0_mlp_c_proj_bias,misc,[],[],[],set(),{'addmm_3'},[],"(1280,)"
size_17,misc,[],[],[],{'mul_3'},{'view_11'},"[(4, 1024, 5120)]","(1,)"
view_11,misc,[],[],[],"{'mul_3', 'size_17'}",{'addmm_3'},"[(4, 1024, 5120), (1,)]","(4096, 5120)"
transformer_h_0_mlp_c_proj_weight,misc,[],[],[],set(),{'addmm_3'},[],"(5120, 1280)"
addmm_3,Linear,"[('Linear', (4096, 1280, 1280))]","[('Linear', (4096, 1280, 1280)), ('Linear', (1280, 4096, 1280))]","[('VECadd', [1, 1638400]), ('VECadd', [1, 1280])]","{'transformer_h_0_mlp_c_proj_bias', 'transformer_h_0_mlp_c_proj_weight', 'view_11'}",{'view_12'},"[(1280,), (4096, 1280), (4096, 1280)]","(4096, 1280)"
reduce_from_tensor_model_parallel_region_2,allreduce,"[['ALLREDUCE', (5242880,)]]","[['ALLREDUCE', (5242880,)]]",[],set(),set(),[],[]
view_12,misc,[],[],[],"{'add_14', 'addmm_3'}",{'transformer_h_0_mlp_dropout'},"[(4096, 1280), (1,)]","(4, 1024, 1280)"
transformer_h_0_mlp_dropout,dropout,"[['MEM', ((4, 1024, 1280), (4, 1024, 1280))]]","[['MEM', ((4, 1024, 1280),)], ['MEM', ((4, 1024, 1280),)]]",[],{'view_12'},{'add_15'},"[(4, 1024, 1280)]","(4, 1024, 1280)"
add_15,VECadd,"[['VECadd', (4096, 1280)]]","[['MEM', ((4096, 1280),)], ['MEM', ((4096, 1280),)]]",[],"{'add_10', 'transformer_h_0_mlp_dropout'}",{'transformer_ln_f'},"[(4, 1024, 1280), (4, 1024, 1280)]","(4, 1024, 1280)"
transformer_ln_f,VECln,"[['VECln', (4096, 1280)]]","[['VECmul', (4096, 1280)]]","[['VECadd', [1, 1280]], ['VECadd', [1, 1280]]]",{'add_15'},{'view_13'},"[(4, 1024, 1280)]","(4, 1024, 1280)"
view_13,misc,[],[],[],"{'transformer_ln_f', 'add_3'}",{'lm_head'},"[(4, 1024, 1280), (1,)]","(4, 1024, 1280)"
lm_head,Linear,"[('Linear', (4096, 1280, 12564))]","[('Linear', (4096, 12564, 1280)), ('Linear', (12564, 4096, 1280))]","[('VECadd', [1, 16081920]), ('VECadd', [1, 12564])]",{'view_13'},{'output'},"[(12564,), (4096, 1280), (4096, 12564)]","(4096, 12564)"
output,output,[],[],[],"{'permute_2', 'permute_1', 'lm_head'}",set(),"[(4, 1024, 50257), (4, 20, 1024, 64), (4, 20, 1024, 64)]","(4, 1024, 50257)"
