Name,OpName,FwOps,BwOps,AccOps,Prev,Next,InputShapes,OutputShape
getitem_10,getitem,"[['MEM', ((1, 2048), (1, 2048))]]","[['MEM', ((1, 2048),)], ['MEM', ((1, 2048),)]]",[],{'sub_2'},{'add_4'},"[(1, 2048)]","(1, 2048)"
add_4,VECaddu,"[['VECaddu', (1, 2048)]]","[['MEM', ((1, 2048),)]]",[],{'getitem_10'},{'embedding'},"[(1, 2048)]","(1, 2048)"
model_decoder_embed_positions_weight,misc,[],[],[],set(),{'embedding'},[],"(2050, 2048)"
embedding,misc,[],[],[],"{'add_4', 'model_decoder_embed_positions_weight'}",{'add_5'},"[(1, 2048), (2050, 2048)]","(1, 2048, 2048)"
add_5,VECadd,"[['VECadd', (2048, 2048)]]","[['MEM', ((2048, 2048),)], ['MEM', ((2048, 2048),)]]",[],"{'model_decoder_embed_tokens', 'embedding'}","{'model_decoder_layers_0_self_attn_layer_norm', 'add_7'}","[(1, 2048, 2048), (1, 2048, 2048)]","(1, 2048, 2048)"
model_decoder_layers_0_self_attn_layer_norm,VECln,"[['VECln', (2048, 2048)]]","[['VECmul', (2048, 2048)]]","[['VECadd', [1, 2048]], ['VECadd', [1, 2048]]]",{'add_5'},"{'size_6', 'model_decoder_layers_0_self_attn_q_proj', 'model_decoder_layers_0_self_attn_k_proj', 'model_decoder_layers_0_self_attn_v_proj'}","[(1, 2048, 2048)]","(1, 2048, 2048)"
size_6,misc,[],[],[],{'model_decoder_layers_0_self_attn_layer_norm'},"{'getitem_13', 'getitem_12', 'getitem_11'}","[(1, 2048, 2048)]","(1,)"
getitem_11,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],{'size_6'},"{'mul_3', 'mul_4', 'ne_1', 'view_3', 'view_8', 'reshape', 'view_2', 'view_4', 'mul_5', 'view_10', 'mul_2'}","[(1,)]","(1,)"
getitem_12,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],{'size_6'},"{'view_9', 'ne_1', 'view_8', 'reshape', 'view_4', 'ne', 'view_10', 'ne_2'}","[(1,)]","(1,)"
getitem_13,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],{'size_6'},set(),"[(1,)]","(1,)"
model_decoder_layers_0_self_attn_q_proj,Linear,"[['Linear', (2048, 2048, 2048)]]","[['Linear', (2048, 2048, 2048)], ['Linear', (2048, 2048, 2048)]]","[['VECadd', [1, 4194304]], ['VECadd', [1, 2048]]]",{'model_decoder_layers_0_self_attn_layer_norm'},{'mul_1'},"[(1, 2048, 2048)]","(1, 2048, 2048)"
mul_1,VECmulu,"[['VECmulu', (2048, 2048)]]","[['VECmulu', (2048, 2048)]]",[],{'model_decoder_layers_0_self_attn_q_proj'},{'view_4'},"[(1, 2048, 2048)]","(1, 2048, 2048)"
model_decoder_layers_0_self_attn_k_proj,Linear,"[['Linear', (2048, 2048, 2048)]]","[['Linear', (2048, 2048, 2048)], ['Linear', (2048, 2048, 2048)]]","[['VECadd', [1, 4194304]], ['VECadd', [1, 2048]]]",{'model_decoder_layers_0_self_attn_layer_norm'},{'view_2'},"[(1, 2048, 2048)]","(1, 2048, 2048)"
view_2,misc,[],[],[],"{'model_decoder_layers_0_self_attn_k_proj', 'getitem_11'}",{'transpose'},"[(1, 2048, 2048), (1,)]","(1, 2048, 32, 64)"
transpose,misc,[],[],[],{'view_2'},{'contiguous'},"[(1, 2048, 32, 64)]","(1, 32, 2048, 64)"
contiguous,contiguous,"[['MEM', ((1, 32, 2048, 64), (1, 32, 2048, 64))]]","[['MEM', ((1, 32, 2048, 64),)], ['MEM', ((1, 32, 2048, 64),)]]",[],{'transpose'},"{'view_6', 'output'}","[(1, 32, 2048, 64)]","(1, 32, 2048, 64)"
model_decoder_layers_0_self_attn_v_proj,Linear,"[['Linear', (2048, 2048, 2048)]]","[['Linear', (2048, 2048, 2048)], ['Linear', (2048, 2048, 2048)]]","[['VECadd', [1, 4194304]], ['VECadd', [1, 2048]]]",{'model_decoder_layers_0_self_attn_layer_norm'},{'view_3'},"[(1, 2048, 2048)]","(1, 2048, 2048)"
view_3,misc,[],[],[],"{'getitem_11', 'model_decoder_layers_0_self_attn_v_proj'}",{'transpose_1'},"[(1, 2048, 2048), (1,)]","(1, 2048, 32, 64)"
transpose_1,misc,[],[],[],{'view_3'},{'contiguous_1'},"[(1, 2048, 32, 64)]","(1, 32, 2048, 64)"
contiguous_1,contiguous,"[['MEM', ((1, 32, 2048, 64), (1, 32, 2048, 64))]]","[['MEM', ((1, 32, 2048, 64),)], ['MEM', ((1, 32, 2048, 64),)]]",[],{'transpose_1'},"{'view_7', 'output'}","[(1, 32, 2048, 64)]","(1, 32, 2048, 64)"
mul_2,misc,[],[],[],{'getitem_11'},"{'view_5', 'view_7', 'view_6'}","[(1,)]","(1,)"
view_4,misc,[],[],[],"{'getitem_12', 'mul_1', 'getitem_11'}",{'transpose_2'},"[(1, 2048, 2048), (1,), (1,)]","(1, 2048, 32, 64)"
transpose_2,misc,[],[],[],{'view_4'},{'contiguous_2'},"[(1, 2048, 32, 64)]","(1, 32, 2048, 64)"
contiguous_2,contiguous,"[['MEM', ((1, 32, 2048, 64), (1, 32, 2048, 64))]]","[['MEM', ((1, 32, 2048, 64),)], ['MEM', ((1, 32, 2048, 64),)]]",[],{'transpose_2'},{'view_5'},"[(1, 32, 2048, 64)]","(1, 32, 2048, 64)"
view_5,misc,[],[],[],"{'mul_2', 'contiguous_2'}",{'bmm'},"[(1, 32, 2048, 64), (1,)]","(32, 2048, 64)"
view_6,misc,[],[],[],"{'mul_2', 'contiguous'}","{'size_7', 'transpose_3'}","[(1, 32, 2048, 64), (1,)]","(32, 2048, 64)"
view_7,misc,[],[],[],"{'mul_2', 'contiguous_1'}",{'bmm_1'},"[(1, 32, 2048, 64), (1,)]","(32, 2048, 64)"
size_7,misc,[],[],[],{'view_6'},"{'view_8', 'view_9', 'ne_1', 'ne'}","[(32, 2048, 64)]","(1,)"
transpose_3,misc,[],[],[],{'view_6'},{'bmm'},"[(32, 2048, 64)]","(32, 64, 2048)"
bmm,BMM,"[['BMM', (32, 2048, 64, 2048)]]","[['BMM', (32, 2048, 2048, 64)], ['BMM', (32, 64, 2048, 2048)]]",[],"{'view_5', 'transpose_3'}","{'view_8', 'size_8'}","[(32, 2048, 64), (32, 64, 2048)]","(32, 2048, 2048)"
size_8,misc,[],[],[],{'bmm'},{'ne'},"[(32, 2048, 2048)]","(1,)"
mul_3,misc,[],[],[],{'getitem_11'},{'ne'},"[(1,)]","(1,)"
ne,misc,[],[],[],"{'getitem_12', 'mul_3', 'size_7', 'size_8'}",set(),"[(1,), (1,), (1,), (1,)]","(1,)"
size_9,misc,[],[],[],{'masked_fill_1'},{'ne_1'},"[(1, 1, 2048, 2048)]","(1,)"
ne_1,misc,[],[],[],"{'size_7', 'getitem_12', 'size_9', 'getitem_11'}",set(),"[(1,), (1,), (1,), (1,)]","(1,)"
view_8,misc,[],[],[],"{'getitem_12', 'size_7', 'bmm', 'getitem_11'}",{'add_6'},"[(32, 2048, 2048), (1,), (1,), (1,)]","(1, 32, 2048, 2048)"
add_6,VECadd,"[['VECadd', (65536, 2048)]]","[['MEM', ((65536, 2048),)], ['MEM', ((65536, 2048),)]]",[],"{'view_8', 'masked_fill_1'}","{'getattr_10', 'getattr_8', 'max_1'}","[(1, 32, 2048, 2048), (1, 1, 2048, 2048)]","(1, 32, 2048, 2048)"
getattr_8,misc,[],[],[],{'add_6'},{'finfo_3'},"[(1, 32, 2048, 2048)]","(1,)"
finfo_3,misc,[],[],[],{'getattr_8'},{'getattr_9'},"[(1,)]","(1,)"
getattr_9,misc,[],[],[],{'finfo_3'},{'tensor'},"[(1,)]","(1,)"
getattr_10,misc,[],[],[],{'add_6'},{'tensor'},"[(1, 32, 2048, 2048)]","(1,)"
tensor,misc,[],[],[],"{'getattr_10', 'getattr_9'}",{'max_1'},"[(1,), (1,)]","(1,)"
max_1,misc,[],[],[],"{'tensor', 'add_6'}",{'view_9'},"[(1, 32, 2048, 2048), (1,)]","(1, 32, 2048, 2048)"
mul_4,misc,[],[],[],{'getitem_11'},{'view_9'},"[(1,)]","(1,)"
view_9,misc,[],[],[],"{'getitem_12', 'mul_4', 'size_7', 'max_1'}","{'softmax', 'getattr_11'}","[(1, 32, 2048, 2048), (1,), (1,), (1,)]","(32, 2048, 2048)"
getattr_11,misc,[],[],[],{'view_9'},{'eq'},"[(32, 2048, 2048)]","(1,)"
eq,misc,[],[],[],{'getattr_11'},set(),"[(1,)]","(1,)"
softmax,VECsoftmax,"[['VECsoftmax', (65536, 2048)]]","[['VECmul', (65536, 2048)], ['VECsoftmax', (65536, 2048)]]",[],{'view_9'},{'dropout'},"[(32, 2048, 2048)]","(32, 2048, 2048)"
dropout,dropout,"[['MEM', ((32, 2048, 2048), (32, 2048, 2048))]]","[['MEM', ((32, 2048, 2048),)], ['MEM', ((32, 2048, 2048),)]]",[],{'softmax'},{'bmm_1'},"[(32, 2048, 2048)]","(32, 2048, 2048)"
bmm_1,BMM,"[['BMM', (32, 2048, 2048, 64)]]","[['BMM', (32, 2048, 64, 2048)], ['BMM', (32, 2048, 2048, 64)]]",[],"{'view_7', 'dropout'}","{'view_10', 'size_10'}","[(32, 2048, 2048), (32, 2048, 64)]","(32, 2048, 64)"
size_10,misc,[],[],[],{'bmm_1'},{'ne_2'},"[(32, 2048, 64)]","(1,)"
mul_5,misc,[],[],[],{'getitem_11'},{'ne_2'},"[(1,)]","(1,)"
ne_2,misc,[],[],[],"{'getitem_12', 'size_10', 'mul_5'}",set(),"[(1,), (1,), (1,)]","(1,)"
view_10,misc,[],[],[],"{'bmm_1', 'getitem_12', 'getitem_11'}",{'transpose_4'},"[(32, 2048, 64), (1,), (1,)]","(1, 32, 2048, 64)"
transpose_4,misc,[],[],[],{'view_10'},{'reshape'},"[(1, 32, 2048, 64)]","(1, 2048, 32, 64)"
reshape,misc,[],[],[],"{'transpose_4', 'getitem_12', 'getitem_11'}",{'model_decoder_layers_0_self_attn_out_proj'},"[(1, 2048, 32, 64), (1,), (1,)]","(1, 2048, 2048)"
model_decoder_layers_0_self_attn_out_proj,Linear,"[['Linear', (2048, 2048, 2048)]]","[['Linear', (2048, 2048, 2048)], ['Linear', (2048, 2048, 2048)]]","[['VECadd', [1, 4194304]], ['VECadd', [1, 2048]]]",{'reshape'},{'dropout_1'},"[(1, 2048, 2048)]","(1, 2048, 2048)"
dropout_1,dropout,"[['MEM', ((1, 2048, 2048), (1, 2048, 2048))]]","[['MEM', ((1, 2048, 2048),)], ['MEM', ((1, 2048, 2048),)]]",[],{'model_decoder_layers_0_self_attn_out_proj'},{'add_7'},"[(1, 2048, 2048)]","(1, 2048, 2048)"
add_7,VECadd,"[['VECadd', (2048, 2048)]]","[['MEM', ((2048, 2048),)], ['MEM', ((2048, 2048),)]]",[],"{'dropout_1', 'add_5'}","{'size_12', 'reshape_1', 'size_11'}","[(1, 2048, 2048), (1, 2048, 2048)]","(1, 2048, 2048)"
size_11,misc,[],[],[],{'add_7'},{'view_11'},"[(1, 2048, 2048)]","(1,)"
size_12,misc,[],[],[],{'add_7'},{'reshape_1'},"[(1, 2048, 2048)]","(1,)"
reshape_1,misc,[],[],[],"{'size_12', 'add_7'}","{'add_8', 'model_decoder_layers_0_final_layer_norm'}","[(1, 2048, 2048), (1,)]","(2048, 2048)"
model_decoder_layers_0_final_layer_norm,VECln,"[['VECln', (2048, 2048)]]","[['VECmul', (2048, 2048)]]","[['VECadd', [1, 2048]], ['VECadd', [1, 2048]]]",{'reshape_1'},{'model_decoder_layers_0_fc1'},"[(2048, 2048)]","(2048, 2048)"
model_decoder_layers_0_fc1,Linear,"[['Linear', (2048, 2048, 8192)]]","[['Linear', (2048, 8192, 2048)], ['Linear', (8192, 2048, 2048)]]","[['VECadd', [1, 16777216]], ['VECadd', [1, 8192]]]",{'model_decoder_layers_0_final_layer_norm'},{'model_decoder_layers_0_activation_fn'},"[(2048, 2048)]","(2048, 8192)"
model_decoder_layers_0_activation_fn,VECrelu,"[['VECrelu', (2048, 8192)]]","[['VECrelu', (2048, 8192)]]",[],{'model_decoder_layers_0_fc1'},{'model_decoder_layers_0_fc2'},"[(2048, 8192)]","(2048, 8192)"
model_decoder_layers_0_fc2,Linear,"[['Linear', (2048, 8192, 2048)]]","[['Linear', (2048, 2048, 8192)], ['Linear', (2048, 2048, 8192)]]","[['VECadd', [1, 16777216]], ['VECadd', [1, 2048]]]",{'model_decoder_layers_0_activation_fn'},{'dropout_2'},"[(2048, 8192)]","(2048, 2048)"
dropout_2,dropout,"[['MEM', ((2048, 2048), (2048, 2048))]]","[['MEM', ((2048, 2048),)], ['MEM', ((2048, 2048),)]]",[],{'model_decoder_layers_0_fc2'},{'add_8'},"[(2048, 2048)]","(2048, 2048)"
add_8,VECadd,"[['VECadd', (2048, 2048)]]","[['MEM', ((2048, 2048),)], ['MEM', ((2048, 2048),)]]",[],"{'reshape_1', 'dropout_2'}",{'view_11'},"[(2048, 2048), (2048, 2048)]","(2048, 2048)"
view_11,misc,[],[],[],"{'add_8', 'size_11'}",{'model_decoder_final_layer_norm'},"[(2048, 2048), (1,)]","(1, 2048, 2048)"
model_decoder_final_layer_norm,VECln,"[['VECln', (2048, 2048)]]","[['VECmul', (2048, 2048)]]","[['VECadd', [1, 2048]], ['VECadd', [1, 2048]]]",{'view_11'},{'lm_head'},"[(1, 2048, 2048)]","(1, 2048, 2048)"
lm_head,Linear,"[['Linear', (2048, 2048, 50272)]]","[['Linear', (2048, 50272, 2048)], ['Linear', (50272, 2048, 2048)]]","[['VECadd', [1, 102957056]], ['VECadd', [1, 50272]]]",{'model_decoder_final_layer_norm'},{'contiguous_3'},"[(1, 2048, 2048)]","(1, 2048, 50272)"
contiguous_3,contiguous,"[['MEM', ((1, 2048, 50272), (1, 2048, 50272))]]","[['MEM', ((1, 2048, 50272),)], ['MEM', ((1, 2048, 50272),)]]",[],{'lm_head'},{'output'},"[(1, 2048, 50272)]","(1, 2048, 50272)"
output,output,[],[],[],"{'contiguous_1', 'contiguous_3', 'contiguous'}",set(),"[(1, 2048, 50272), (1, 32, 2048, 64), (1, 32, 2048, 64)]","(1, 2048, 50272)"
