op,target,_input_nodes,_args,_kwargs,users,type,_prev,_next,_erased,_repr_fn,meta,input_shapes,input_contiguous,contiguous,e2e_latency,fw_latency,bwall_latency,bw_latency,acc_latency,output_shape,dtype,Name
call_method,mean,{pow_1: None},"(pow_1, -1)",{'keepdim': True},{add: None},,pow_1,add,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.0', ('encoder.block.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.0.layer.0', ('encoder.block.0.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.0.layer.0.layer_norm', ('encoder.block.0.layer.0.layer_norm', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerNorm'>))])}","[[1, 512, 768]]",[True],True,0.0307199992239475,0.0307199992239475,0.0,0,0.0,"(1, 512, 1)",torch.float32,mean
call_function,<built-in function add>,{mean: None},"(mean, 1e-06)",{},{rsqrt: None},,mean,rsqrt,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.0', ('encoder.block.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.0.layer.0', ('encoder.block.0.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.0.layer.0.layer_norm', ('encoder.block.0.layer.0.layer_norm', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerNorm'>))])}","[[1, 512, 1]]",[True],True,0.0327679999172687,0.0327679999172687,0.0,0,0.0,"(1, 512, 1)",torch.float32,add
call_function,<built-in method rsqrt of type object at 0x7fb1e8ae7760>,{add: None},"(add,)",{},{mul_1: None},,add,mul_1,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.0', ('encoder.block.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.0.layer.0', ('encoder.block.0.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.0.layer.0.layer_norm', ('encoder.block.0.layer.0.layer_norm', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerNorm'>))])}","[[1, 512, 1]]",[True],True,0.029696000739932,0.029696000739932,0.0,0,0.0,"(1, 512, 1)",torch.float32,rsqrt
call_function,<built-in function mul>,"{encoder_dropout: None, rsqrt: None}","(encoder_dropout, rsqrt)",{},{mul_2: None},,rsqrt,encoder_block_0_layer_0_layer_norm_weight,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.0', ('encoder.block.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.0.layer.0', ('encoder.block.0.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.0.layer.0.layer_norm', ('encoder.block.0.layer.0.layer_norm', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerNorm'>))])}","[[1, 512, 768], [1, 512, 1]]","[True, True]",True,0.0307199992239475,0.0307199992239475,0.0,0,0.0,"(1, 512, 768)",torch.float32,mul_1
get_attr,encoder.block.0.layer.0.layer_norm.weight,{},(),{},"{getattr_2: None, mul_2: None}",,mul_1,getattr_2,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.0', ('encoder.block.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.0.layer.0', ('encoder.block.0.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.0.layer.0.layer_norm', ('encoder.block.0.layer.0.layer_norm', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerNorm'>))])}",[],[],True,0.0,0.0,0.0,0,0.0,"(768,)",torch.float32,encoder_block_0_layer_0_layer_norm_weight
call_function,<built-in function getattr>,{encoder_block_0_layer_0_layer_norm_weight: None},"(encoder_block_0_layer_0_layer_norm_weight, 'dtype')",{},"{eq_4: None, eq_5: None}",,encoder_block_0_layer_0_layer_norm_weight,eq_4,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.0', ('encoder.block.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.0.layer.0', ('encoder.block.0.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.0.layer.0.layer_norm', ('encoder.block.0.layer.0.layer_norm', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerNorm'>))])}",[[768]],[True],True,0.012288000434637,0.012288000434637,0.0,0,0.0,"(1,)",,getattr_2
call_function,<built-in function eq>,{getattr_2: None},"(getattr_2, torch.float16)",{},{},,getattr_2,eq_5,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.0', ('encoder.block.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.0.layer.0', ('encoder.block.0.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.0.layer.0.layer_norm', ('encoder.block.0.layer.0.layer_norm', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerNorm'>))])}",[[1]],[True],True,0.0112640000879764,0.0112640000879764,0.0,0,0.0,"(1,)",,eq_4
call_function,<built-in function eq>,{getattr_2: None},"(getattr_2, torch.bfloat16)",{},{},,eq_4,mul_2,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.0', ('encoder.block.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.0.layer.0', ('encoder.block.0.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.0.layer.0.layer_norm', ('encoder.block.0.layer.0.layer_norm', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerNorm'>))])}",[[1]],[True],True,0.0112640000879764,0.0112640000879764,0.0,0,0.0,"(1,)",,eq_5
call_function,<built-in function mul>,"{encoder_block_0_layer_0_layer_norm_weight: None, mul_1: None}","(encoder_block_0_layer_0_layer_norm_weight, mul_1)",{},"{size_1: None, encoder_block_0_layer_0_self_attention_q: None, encoder_block_0_layer_0_self_attention_k: None, encoder_block_0_layer_0_self_attention_v: None}",,eq_5,size_1,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.0', ('encoder.block.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.0.layer.0', ('encoder.block.0.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.0.layer.0.layer_norm', ('encoder.block.0.layer.0.layer_norm', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerNorm'>))])}","[[768], [1, 512, 768]]","[True, True]",True,0.0307199992239475,0.0307199992239475,0.0,0,0.0,"(1, 512, 768)",torch.float32,mul_2
call_method,size,{mul_2: None},"(mul_2,)",{},{getitem_4: None},,mul_2,getitem_4,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.0', ('encoder.block.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.0.layer.0', ('encoder.block.0.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.0.layer.0.SelfAttention', ('encoder.block.0.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 512, 768]]",[True],True,0.012288000434637,0.012288000434637,0.0,0,0.0,"(1,)",,size_1
call_function,<built-in function getitem>,{size_1: None},"(size_1, slice(None, 2, None))",{},"{getitem_5: None, getitem_6: None}",,size_1,getitem_5,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.0', ('encoder.block.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.0.layer.0', ('encoder.block.0.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.0.layer.0.SelfAttention', ('encoder.block.0.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}",[[1]],[True],True,0.012288000434637,0.012288000434637,0.0,0,0.0,"(1,)",,getitem_4
call_function,<built-in function getitem>,{getitem_4: None},"(getitem_4, 0)",{},"{view_1: None, view_2: None, view_3: None, view_4: None}",,getitem_4,getitem_6,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.0', ('encoder.block.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.0.layer.0', ('encoder.block.0.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.0.layer.0.SelfAttention', ('encoder.block.0.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}",[[1]],[True],True,0.0112640000879764,0.0112640000879764,0.0,0,0.0,"(1,)",,getitem_5
call_function,<built-in function getitem>,{getitem_4: None},"(getitem_4, 1)",{},"{arange: None, arange_1: None}",,getitem_5,encoder_block_0_layer_0_self_attention_q,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.0', ('encoder.block.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.0.layer.0', ('encoder.block.0.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.0.layer.0.SelfAttention', ('encoder.block.0.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}",[[1]],[True],True,0.0112640000879764,0.0112640000879764,0.0,0,0.0,"(1,)",,getitem_6
call_module,encoder.block.0.layer.0.SelfAttention.q,{mul_2: None},"(mul_2,)",{},{view_1: None},,getitem_6,view_1,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.0', ('encoder.block.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.0.layer.0', ('encoder.block.0.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.0.layer.0.SelfAttention', ('encoder.block.0.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>)), ('encoder.block.0.layer.0.SelfAttention.q', ('encoder.block.0.layer.0.SelfAttention.q', <class 'torch.nn.modules.linear.Linear'>))])}","[[1, 512, 768]]",[True],True,0.0921600013971328,0.0921600013971328,0.0,0,0.0,"(1, 512, 768)",torch.float32,encoder_block_0_layer_0_self_attention_q
call_method,view,"{encoder_block_0_layer_0_self_attention_q: None, getitem_5: None}","(encoder_block_0_layer_0_self_attention_q, getitem_5, -1, 12, 64)",{},{transpose: None},,encoder_block_0_layer_0_self_attention_q,transpose,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.0', ('encoder.block.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.0.layer.0', ('encoder.block.0.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.0.layer.0.SelfAttention', ('encoder.block.0.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 512, 768], [1]]","[True, True]",True,0.0174080003052949,0.0174080003052949,0.0,0,0.0,"(1, 512, 12, 64)",torch.float32,view_1
call_method,transpose,{view_1: None},"(view_1, 1, 2)",{},{matmul: None},,view_1,encoder_block_0_layer_0_self_attention_k,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.0', ('encoder.block.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.0.layer.0', ('encoder.block.0.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.0.layer.0.SelfAttention', ('encoder.block.0.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 512, 12, 64]]",[True],False,0.0174080003052949,0.0174080003052949,0.0,0,0.0,"(1, 12, 512, 64)",torch.float32,transpose
call_module,encoder.block.0.layer.0.SelfAttention.k,{mul_2: None},"(mul_2,)",{},{view_2: None},,transpose,view_2,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.0', ('encoder.block.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.0.layer.0', ('encoder.block.0.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.0.layer.0.SelfAttention', ('encoder.block.0.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>)), ('encoder.block.0.layer.0.SelfAttention.k', ('encoder.block.0.layer.0.SelfAttention.k', <class 'torch.nn.modules.linear.Linear'>))])}","[[1, 512, 768]]",[True],True,0.0921600013971328,0.0921600013971328,0.0,0,0.0,"(1, 512, 768)",torch.float32,encoder_block_0_layer_0_self_attention_k
call_method,view,"{encoder_block_0_layer_0_self_attention_k: None, getitem_5: None}","(encoder_block_0_layer_0_self_attention_k, getitem_5, -1, 12, 64)",{},{transpose_1: None},,encoder_block_0_layer_0_self_attention_k,transpose_1,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.0', ('encoder.block.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.0.layer.0', ('encoder.block.0.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.0.layer.0.SelfAttention', ('encoder.block.0.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 512, 768], [1]]","[True, True]",True,0.0174080003052949,0.0174080003052949,0.0,0,0.0,"(1, 512, 12, 64)",torch.float32,view_2
call_method,transpose,{view_2: None},"(view_2, 1, 2)",{},{transpose_3: None},,view_2,encoder_block_0_layer_0_self_attention_v,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.0', ('encoder.block.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.0.layer.0', ('encoder.block.0.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.0.layer.0.SelfAttention', ('encoder.block.0.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 512, 12, 64]]",[True],False,0.0174080003052949,0.0174080003052949,0.0,0,0.0,"(1, 12, 512, 64)",torch.float32,transpose_1
