op,target,_input_nodes,_args,_kwargs,users,type,_prev,_next,_erased,_sort_key,_repr_fn,meta,input_shapes,input_contiguous,contiguous,latency,fw_latency,bw_latency,acc_latency,output_shape,dtype,Name
call_function,<built-in function add>,{getitem_3: None},"(getitem_3, 0)",{},{getitem_4: None},,bert_embeddings_position_ids,getitem_4,False,"(30,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)})}",[[1]],[True],True,0.006399999931454658,0.006399999931454658,0.0,0.0,"(1,)",,add
call_function,<built-in function getitem>,"{bert_embeddings_position_ids: None, add: None}","(bert_embeddings_position_ids, (slice(None, None, None), slice(0, add, None)))",{},{bert_embeddings_position_embeddings: None},,add,bert_embeddings_word_embeddings,False,"(31,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)})}","[[1, 512], [1]]","[True, True]",True,0.009728000033646822,0.009728000033646822,0.0,0.0,"(1, 512)",torch.int64,getitem_4
call_module,bert.embeddings.word_embeddings,{input_ids: None},"(input_ids,)",{},{add_1: None},,getitem_4,bert_embeddings_token_type_embeddings,False,"(32,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>), 'bert.embeddings.word_embeddings': ('bert.embeddings.word_embeddings', <class 'torch.nn.modules.sparse.Embedding'>)})}","[[2, 512]]",[True],True,0.7279702082276344,0.034368200600147246,0.30595300197601316,0.387649005651474,"(2, 512, 1024)",torch.float32,bert_embeddings_word_embeddings
call_module,bert.embeddings.token_type_embeddings,{expand: None},"(expand,)",{},{add_1: None},,bert_embeddings_word_embeddings,add_1,False,"(33,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>), 'bert.embeddings.token_type_embeddings': ('bert.embeddings.token_type_embeddings', <class 'torch.nn.modules.sparse.Embedding'>)})}","[[2, 512]]",[False],True,0.26355299483984707,0.046976400166749956,0.20019259452819824,0.01638400014489889,"(2, 512, 1024)",torch.float32,bert_embeddings_token_type_embeddings
call_function,<built-in function add>,"{bert_embeddings_word_embeddings: None, bert_embeddings_token_type_embeddings: None}","(bert_embeddings_word_embeddings, bert_embeddings_token_type_embeddings)",{},{add_2: None},,bert_embeddings_token_type_embeddings,bert_embeddings_position_embeddings,False,"(34,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)})}","[[2, 512, 1024], [2, 512, 1024]]","[True, True]",True,0.032736200001090766,0.025440200045704842,0.007295999955385923,0.0,"(2, 512, 1024)",torch.float32,add_1
call_module,bert.embeddings.position_embeddings,{getitem_4: None},"(getitem_4,)",{},{add_2: None},,add_1,add_2,False,"(35,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>), 'bert.embeddings.position_embeddings': ('bert.embeddings.position_embeddings', <class 'torch.nn.modules.sparse.Embedding'>)})}","[[1, 512]]",[True],True,0.12566439919173716,0.030687999725341798,0.07456019967794418,0.020416199788451196,"(1, 512, 1024)",torch.float32,bert_embeddings_position_embeddings
call_function,<built-in function add>,"{add_1: None, bert_embeddings_position_embeddings: None}","(add_1, bert_embeddings_position_embeddings)",{},{bert_embeddings_layer_norm: None},,bert_embeddings_position_embeddings,bert_embeddings_layer_norm,False,"(36,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)})}","[[2, 512, 1024], [1, 512, 1024]]","[True, True]",True,0.033664200082421304,0.026272200047969818,0.007392000034451484,0.0,"(2, 512, 1024)",torch.float32,add_2
call_module,bert.embeddings.LayerNorm,{add_2: None},"(add_2,)",{},{bert_embeddings_dropout: None},,add_2,bert_embeddings_dropout,False,"(37,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>), 'bert.embeddings.LayerNorm': ('bert.embeddings.LayerNorm', <class 'torch.nn.modules.normalization.LayerNorm'>)})}","[[2, 512, 1024]]",[True],True,0.16380840055644513,0.03728020042181015,0.09353619962930679,0.032992000505328176,"(2, 512, 1024)",torch.float32,bert_embeddings_layer_norm
call_module,bert.embeddings.dropout,{bert_embeddings_layer_norm: None},"(bert_embeddings_layer_norm,)",{},"{bert_encoder_layer_0_attention_self_query: None, bert_encoder_layer_0_attention_self_key: None, bert_encoder_layer_0_attention_self_value: None, add_9: None}",,bert_embeddings_layer_norm,add_3,False,"(38,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.embeddings': ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>), 'bert.embeddings.dropout': ('bert.embeddings.dropout', <class 'torch.nn.modules.dropout.Dropout'>)})}","[[2, 512, 1024]]",[True],True,0.08079999908804894,0.034943999350070955,0.04585599973797798,0.0,"(2, 512, 1024)",torch.float32,bert_embeddings_dropout
call_function,<built-in function add>,{getitem_1: None},"(getitem_1, 0)",{},{ones: None},,bert_embeddings_dropout,getattr_1,False,"(39,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}",[[1]],[True],True,0.006623999960720539,0.006623999960720539,0.0,0.0,"(1,)",,add_3
call_function,<built-in function getattr>,{input_ids: None},"(input_ids, 'device')",{},{ones: None},,add_3,ones,False,"(40,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}","[[2, 512]]",[True],True,0.006367999967187643,0.006367999967187643,0.0,0.0,"(1,)",,getattr_1
call_function,<built-in method ones of type object at 0x7f5faaa94600>,"{getitem: None, add_3: None, getattr_1: None}","((getitem, add_3),)",{'device': getattr_1},"{dim: None, dim_1: None, dim_2: None, getitem_5: None}",,getattr_1,dim,False,"(41,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}","[[1], [1], [1]]","[True, True, True]",True,0.017215999588370324,0.017215999588370324,0.0,0.0,"(2, 512)",torch.float32,ones
call_method,dim,{ones: None},"(ones,)",{},{eq: None},,ones,eq,False,"(42,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}","[[2, 512]]",[True],True,0.0062720000743865965,0.0062720000743865965,0.0,0.0,"(1,)",,dim
call_function,<built-in function eq>,{dim: None},"(dim, 2)",{},{},,dim,dim_1,False,"(43,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}",[[1]],[True],True,0.006336000002920628,0.006336000002920628,0.0,0.0,"(1,)",,eq
call_method,dim,{ones: None},"(ones,)",{},{eq_1: None},,eq,eq_1,False,"(44,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}","[[2, 512]]",[True],True,0.0062720000743865965,0.0062720000743865965,0.0,0.0,"(1,)",,dim_1
call_function,<built-in function eq>,{dim_1: None},"(dim_1, 3)",{},{},,dim_1,dim_2,False,"(45,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}",[[1]],[True],True,0.006015999987721443,0.006015999987721443,0.0,0.0,"(1,)",,eq_1
call_method,dim,{ones: None},"(ones,)",{},{eq_2: None},,eq_1,eq_2,False,"(46,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}","[[2, 512]]",[True],True,0.005888000037521124,0.005888000037521124,0.0,0.0,"(1,)",,dim_2
call_function,<built-in function eq>,{dim_2: None},"(dim_2, 2)",{},{},,dim_2,getitem_5,False,"(47,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}",[[1]],[True],True,0.006208000052720308,0.006208000052720308,0.0,0.0,"(1,)",,eq_2
call_function,<built-in function getitem>,{ones: None},"(ones, (slice(None, None, None), None, None, slice(None, None, None)))",{},{to: None},,eq_2,to,False,"(48,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}","[[2, 512]]",[True],True,0.01219199998304248,0.01219199998304248,0.0,0.0,"(2, 1, 1, 512)",torch.float32,getitem_5
call_method,to,{getitem_5: None},"(getitem_5,)",{'dtype': torch.float32},{sub: None},,getitem_5,sub,False,"(49,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}","[[2, 1, 1, 512]]",[True],True,0.0065600000321865085,0.0065600000321865085,0.0,0.0,"(2, 1, 1, 512)",torch.float32,to
call_function,<built-in function sub>,{to: None},"(1.0, to)",{},{mul: None},,to,mul,False,"(50,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}","[[2, 1, 1, 512]]",[True],True,0.019840000197291374,0.019840000197291374,0.0,0.0,"(2, 1, 1, 512)",torch.float32,sub
call_function,<built-in function mul>,{sub: None},"(sub, -3.4028234663852886e+38)",{},{add_7: None},,sub,bert_encoder_layer_0_attention_self_query,False,"(51,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)})}","[[2, 1, 1, 512]]",[True],True,0.01830400004982948,0.01830400004982948,0.0,0.0,"(2, 1, 1, 512)",torch.float32,mul
call_module,bert.encoder.layer.0.attention.self.query,{bert_embeddings_dropout: None},"(bert_embeddings_dropout,)",{},"{size_4: None, view_2: None}",,mul,bert_encoder_layer_0_attention_self_key,False,"(52,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.encoder': ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), 'bert.encoder.layer.0': ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), 'bert.encoder.layer.0.attention': ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), 'bert.encoder.layer.0.attention.self': ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>), 'bert.encoder.layer.0.attention.self.query': ('bert.encoder.layer.0.attention.self.query', <class 'torch.nn.modules.linear.Linear'>)})}","[[2, 512, 1024]]",[True],True,0.41859319731593125,0.15184019804000853,0.24089699946343898,0.025855999812483786,"(2, 512, 1024)",torch.float32,bert_encoder_layer_0_attention_self_query
call_module,bert.encoder.layer.0.attention.self.key,{bert_embeddings_dropout: None},"(bert_embeddings_dropout,)",{},"{size_2: None, view: None}",,bert_encoder_layer_0_attention_self_query,size_2,False,"(53,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.encoder': ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), 'bert.encoder.layer.0': ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), 'bert.encoder.layer.0.attention': ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), 'bert.encoder.layer.0.attention.self': ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>), 'bert.encoder.layer.0.attention.self.key': ('bert.encoder.layer.0.attention.self.key', <class 'torch.nn.modules.linear.Linear'>)})}","[[2, 512, 1024]]",[True],True,0.4186571973375976,0.15164819955825806,0.24102499810978772,0.02598399966955185,"(2, 512, 1024)",torch.float32,bert_encoder_layer_0_attention_self_key
call_method,size,{bert_encoder_layer_0_attention_self_key: None},"(bert_encoder_layer_0_attention_self_key,)",{},{getitem_6: None},,bert_encoder_layer_0_attention_self_key,getitem_6,False,"(54,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.encoder': ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), 'bert.encoder.layer.0': ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), 'bert.encoder.layer.0.attention': ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), 'bert.encoder.layer.0.attention.self': ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)})}","[[2, 512, 1024]]",[True],True,0.0068479998968541626,0.0068479998968541626,0.0,0.0,"(1,)",,size_2
call_function,<built-in function getitem>,{size_2: None},"(size_2, slice(None, -1, None))",{},{add_4: None},,size_2,add_4,False,"(55,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.encoder': ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), 'bert.encoder.layer.0': ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), 'bert.encoder.layer.0.attention': ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), 'bert.encoder.layer.0.attention.self': ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)})}",[[1]],[True],True,0.006367999967187643,0.006367999967187643,0.0,0.0,"(1,)",,getitem_6
call_function,<built-in function add>,{getitem_6: None},"(getitem_6, (16, 64))",{},{view: None},,getitem_6,view,False,"(56,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.encoder': ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), 'bert.encoder.layer.0': ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), 'bert.encoder.layer.0.attention': ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), 'bert.encoder.layer.0.attention.self': ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)})}",[[1]],[True],True,0.005952000059187413,0.005952000059187413,0.0,0.0,"(1,)",,add_4
call_method,view,"{bert_encoder_layer_0_attention_self_key: None, add_4: None}","(bert_encoder_layer_0_attention_self_key, add_4)",{},{permute: None},,add_4,permute,False,"(57,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.encoder': ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), 'bert.encoder.layer.0': ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), 'bert.encoder.layer.0.attention': ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), 'bert.encoder.layer.0.attention.self': ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)})}","[[2, 512, 1024], [1]]","[True, True]",True,0.009439999889582395,0.009439999889582395,0.0,0.0,"(2, 512, 16, 64)",torch.float32,view
call_method,permute,{view: None},"(view, 0, 2, 1, 3)",{},{transpose: None},,view,bert_encoder_layer_0_attention_self_value,False,"(58,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.encoder': ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), 'bert.encoder.layer.0': ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), 'bert.encoder.layer.0.attention': ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), 'bert.encoder.layer.0.attention.self': ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)})}","[[2, 512, 16, 64]]",[True],False,0.00953600024804473,0.00953600024804473,0.0,0.0,"(2, 16, 512, 64)",torch.float32,permute
call_module,bert.encoder.layer.0.attention.self.value,{bert_embeddings_dropout: None},"(bert_embeddings_dropout,)",{},"{size_3: None, view_1: None}",,permute,size_3,False,"(59,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.encoder': ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), 'bert.encoder.layer.0': ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), 'bert.encoder.layer.0.attention': ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), 'bert.encoder.layer.0.attention.self': ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>), 'bert.encoder.layer.0.attention.self.value': ('bert.encoder.layer.0.attention.self.value', <class 'torch.nn.modules.linear.Linear'>)})}","[[2, 512, 1024]]",[True],True,0.4165130045264959,0.1500164031982422,0.24051260165870192,0.02598399966955185,"(2, 512, 1024)",torch.float32,bert_encoder_layer_0_attention_self_value
call_method,size,{bert_encoder_layer_0_attention_self_value: None},"(bert_encoder_layer_0_attention_self_value,)",{},{getitem_7: None},,bert_encoder_layer_0_attention_self_value,getitem_7,False,"(60,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.encoder': ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), 'bert.encoder.layer.0': ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), 'bert.encoder.layer.0.attention': ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), 'bert.encoder.layer.0.attention.self': ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)})}","[[2, 512, 1024]]",[True],True,0.006367999874055385,0.006367999874055385,0.0,0.0,"(1,)",,size_3
call_function,<built-in function getitem>,{size_3: None},"(size_3, slice(None, -1, None))",{},{add_5: None},,size_3,add_5,False,"(61,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.encoder': ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), 'bert.encoder.layer.0': ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), 'bert.encoder.layer.0.attention': ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), 'bert.encoder.layer.0.attention.self': ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)})}",[[1]],[True],True,0.006303999945521355,0.006303999945521355,0.0,0.0,"(1,)",,getitem_7
call_function,<built-in function add>,{getitem_7: None},"(getitem_7, (16, 64))",{},{view_1: None},,getitem_7,view_1,False,"(62,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.encoder': ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), 'bert.encoder.layer.0': ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), 'bert.encoder.layer.0.attention': ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), 'bert.encoder.layer.0.attention.self': ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)})}",[[1]],[True],True,0.006207999959588051,0.006207999959588051,0.0,0.0,"(1,)",,add_5
call_method,view,"{bert_encoder_layer_0_attention_self_value: None, add_5: None}","(bert_encoder_layer_0_attention_self_value, add_5)",{},{permute_1: None},,add_5,permute_1,False,"(63,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.encoder': ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), 'bert.encoder.layer.0': ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), 'bert.encoder.layer.0.attention': ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), 'bert.encoder.layer.0.attention.self': ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)})}","[[2, 512, 1024], [1]]","[True, True]",True,0.009504000004380942,0.009504000004380942,0.0,0.0,"(2, 512, 16, 64)",torch.float32,view_1
call_method,permute,{view_1: None},"(view_1, 0, 2, 1, 3)",{},{matmul_1: None},,view_1,size_4,False,"(64,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.encoder': ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), 'bert.encoder.layer.0': ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), 'bert.encoder.layer.0.attention': ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), 'bert.encoder.layer.0.attention.self': ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)})}","[[2, 512, 16, 64]]",[True],False,0.009663999918848276,0.009663999918848276,0.0,0.0,"(2, 16, 512, 64)",torch.float32,permute_1
call_method,size,{bert_encoder_layer_0_attention_self_query: None},"(bert_encoder_layer_0_attention_self_query,)",{},{getitem_8: None},,permute_1,getitem_8,False,"(65,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.encoder': ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), 'bert.encoder.layer.0': ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), 'bert.encoder.layer.0.attention': ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), 'bert.encoder.layer.0.attention.self': ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)})}","[[2, 512, 1024]]",[True],True,0.0065599999390542505,0.0065599999390542505,0.0,0.0,"(1,)",,size_4
call_function,<built-in function getitem>,{size_4: None},"(size_4, slice(None, -1, None))",{},{add_6: None},,size_4,add_6,False,"(66,)",,"{'nn_module_stack': OrderedDict({'bert': ('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), 'bert.encoder': ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), 'bert.encoder.layer.0': ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), 'bert.encoder.layer.0.attention': ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), 'bert.encoder.layer.0.attention.self': ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)})}",[[1]],[True],True,0.006111999973654747,0.006111999973654747,0.0,0.0,"(1,)",,getitem_8
