op,target,_input_nodes,_args,_kwargs,users,type,_prev,_next,_erased,_repr_fn,meta,input_shapes,input_contiguous,contiguous,latency,fw_latency,bw_latency,acc_latency,output_shape,dtype,Name
call_method,dim,{ones: None},"(ones,)",{},{eq: None},,expand,eq,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)])}","[[2, 512]]",[True],True,0.006995199900120497,0.006995199900120497,0.0,0.0,"(1,)",,dim
call_function,<built-in function eq>,{dim: None},"(dim, 2)",{},{},,dim,dim_1,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)])}",[[1]],[True],True,0.006975999847054481,0.006975999847054481,0.0,0.0,"(1,)",,eq
call_method,dim,{ones: None},"(ones,)",{},{eq_1: None},,eq,eq_1,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)])}","[[2, 512]]",[True],True,0.0070143998600542545,0.0070143998600542545,0.0,0.0,"(1,)",,dim_1
call_function,<built-in function eq>,{dim_1: None},"(dim_1, 3)",{},{},,dim_1,dim_2,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)])}",[[1]],[True],True,0.006707199942320585,0.006707199942320585,0.0,0.0,"(1,)",,eq_1
call_method,dim,{ones: None},"(ones,)",{},{eq_2: None},,eq_1,eq_2,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)])}","[[2, 512]]",[True],True,0.006508800107985735,0.006508800107985735,0.0,0.0,"(1,)",,dim_2
call_function,<built-in function eq>,{dim_2: None},"(dim_2, 2)",{},{},,dim_2,getitem_3,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)])}",[[1]],[True],True,0.00666880002245307,0.00666880002245307,0.0,0.0,"(1,)",,eq_2
call_function,<built-in function getitem>,{ones: None},"(ones, (slice(None, None, None), None, None, slice(None, None, None)))",{},{to: None},,eq_2,to,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)])}","[[2, 512]]",[True],True,0.010982399992644786,0.010982399992644786,0.0,0.0,"(2, 1, 1, 512)",torch.float32,getitem_3
call_method,to,{getitem_3: None},"(getitem_3,)",{'dtype': torch.float32},{sub: None},,getitem_3,sub,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)])}","[[2, 1, 1, 512]]",[True],True,0.007199999969452619,0.007199999969452619,0.0,0.0,"(2, 1, 1, 512)",torch.float32,to
call_function,<built-in function sub>,{to: None},"(1.0, to)",{},{mul: None},,to,mul,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)])}","[[2, 1, 1, 512]]",[True],True,0.013612799905240535,0.013612799905240535,0.0,0.0,"(2, 1, 1, 512)",torch.float32,sub
call_function,<built-in function mul>,{sub: None},"(sub, -3.4028234663852886e+38)",{},{add_7: None},,sub,size_1,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>)])}","[[2, 1, 1, 512]]",[True],True,0.012947200052440166,0.012947200052440166,0.0,0.0,"(2, 1, 1, 512)",torch.float32,mul
call_method,size,{input_ids: None},"(input_ids,)",{},{getitem_4: None},,mul,getitem_4,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)])}","[[2, 512]]",[True],True,0.0067135999910533425,0.0067135999910533425,0.0,0.0,"(1,)",,size_1
call_function,<built-in function getitem>,{size_1: None},"(size_1, 1)",{},{add_1: None},,size_1,bert_embeddings_position_ids,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)])}",[[1]],[True],True,0.006566400080919266,0.006566400080919266,0.0,0.0,"(1,)",,getitem_4
get_attr,bert.embeddings.position_ids,{},(),{},{getitem_5: None},,getitem_4,add_1,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)])}",[],[],True,0.0,0.0,0.0,0.0,"(1, 512)",torch.int64,bert_embeddings_position_ids
call_function,<built-in function add>,{getitem_4: None},"(getitem_4, 0)",{},{getitem_5: None},,bert_embeddings_position_ids,getitem_5,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)])}",[[1]],[True],True,0.00665600011125207,0.00665600011125207,0.0,0.0,"(1,)",,add_1
call_function,<built-in function getitem>,"{bert_embeddings_position_ids: None, add_1: None}","(bert_embeddings_position_ids, (slice(None, None, None), slice(0, add_1, None)))",{},{bert_embeddings_position_embeddings: None},,add_1,bert_embeddings_word_embeddings,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)])}","[[1, 512], [1]]","[True, True]",True,0.008652799949049949,0.008652799949049949,0.0,0.0,"(1, 512)",torch.int64,getitem_5
call_module,bert.embeddings.word_embeddings,{input_ids: None},"(input_ids,)",{},{add_2: None},,getitem_5,bert_embeddings_token_type_embeddings,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>), ('bert.embeddings.word_embeddings', <class 'torch.nn.modules.sparse.Embedding'>)])}","[[2, 512]]",[True],True,0.268044800311327,0.018508800119161607,0.12188159972429276,0.12765440046787263,"(2, 512, 1024)",torch.float32,bert_embeddings_word_embeddings
call_module,bert.embeddings.token_type_embeddings,{expand: None},"(expand,)",{},{add_2: None},,bert_embeddings_word_embeddings,add_2,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>), ('bert.embeddings.token_type_embeddings', <class 'torch.nn.modules.sparse.Embedding'>)])}","[[2, 512]]",[False],True,0.11522560231387616,0.024633600562810897,0.0785152018070221,0.012076799944043159,"(2, 512, 1024)",torch.float32,bert_embeddings_token_type_embeddings
call_function,<built-in function add>,"{bert_embeddings_word_embeddings: None, bert_embeddings_token_type_embeddings: None}","(bert_embeddings_word_embeddings, bert_embeddings_token_type_embeddings)",{},{add_3: None},,bert_embeddings_token_type_embeddings,bert_embeddings_position_embeddings,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)])}","[[2, 512, 1024], [2, 512, 1024]]","[True, True]",True,0.01964160008355975,0.01268480010330677,0.006956799980252981,0.0,"(2, 512, 1024)",torch.float32,add_2
call_module,bert.embeddings.position_embeddings,{getitem_5: None},"(getitem_5,)",{},{add_3: None},,add_2,add_3,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>), ('bert.embeddings.position_embeddings', <class 'torch.nn.modules.sparse.Embedding'>)])}","[[1, 512]]",[True],True,0.05402880068868399,0.01777920015156269,0.02417920045554638,0.012070400081574917,"(1, 512, 1024)",torch.float32,bert_embeddings_position_embeddings
call_function,<built-in function add>,"{add_2: None, bert_embeddings_position_embeddings: None}","(add_2, bert_embeddings_position_embeddings)",{},{bert_embeddings_layer_norm: None},,bert_embeddings_position_embeddings,bert_embeddings_layer_norm,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>)])}","[[2, 512, 1024], [1, 512, 1024]]","[True, True]",True,0.020646400097757575,0.01356160007417202,0.007084800023585558,0.0,"(2, 512, 1024)",torch.float32,add_3
call_module,bert.embeddings.LayerNorm,{add_3: None},"(add_3,)",{},{bert_embeddings_dropout: None},,add_3,bert_embeddings_dropout,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>), ('bert.embeddings.LayerNorm', <class 'torch.nn.modules.normalization.LayerNorm'>)])}","[[2, 512, 1024]]",[True],True,0.06563200037926435,0.020447999984025956,0.02147200033068657,0.02371200006455183,"(2, 512, 1024)",torch.float32,bert_embeddings_layer_norm
call_module,bert.embeddings.dropout,{bert_embeddings_layer_norm: None},"(bert_embeddings_layer_norm,)",{},"{bert_encoder_layer_0_attention_self_query: None, bert_encoder_layer_0_attention_self_key: None, bert_encoder_layer_0_attention_self_value: None, add_9: None}",,bert_embeddings_layer_norm,bert_encoder_layer_0_attention_self_query,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.embeddings', <class 'transformers.models.bert.modeling_bert.BertEmbeddings'>), ('bert.embeddings.dropout', <class 'torch.nn.modules.dropout.Dropout'>)])}","[[2, 512, 1024]]",[True],True,0.04145280010998249,0.017919999733567237,0.023532800376415253,0.0,"(2, 512, 1024)",torch.float32,bert_embeddings_dropout
call_module,bert.encoder.layer.0.attention.self.query,{bert_embeddings_dropout: None},"(bert_embeddings_dropout,)",{},"{size_4: None, view_2: None}",,bert_embeddings_dropout,bert_encoder_layer_0_attention_self_key,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>), ('bert.encoder.layer.0.attention.self.query', <class 'torch.nn.modules.linear.Linear'>)])}","[[2, 512, 1024]]",[True],True,0.24833920169621707,0.08138880133628845,0.15464960020035506,0.012300800159573555,"(2, 512, 1024)",torch.float32,bert_encoder_layer_0_attention_self_query
call_module,bert.encoder.layer.0.attention.self.key,{bert_embeddings_dropout: None},"(bert_embeddings_dropout,)",{},"{size_2: None, view: None}",,bert_encoder_layer_0_attention_self_query,size_2,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>), ('bert.encoder.layer.0.attention.self.key', <class 'torch.nn.modules.linear.Linear'>)])}","[[2, 512, 1024]]",[True],True,0.2485184021294117,0.081632000207901,0.15494400188326837,0.01194240003824234,"(2, 512, 1024)",torch.float32,bert_encoder_layer_0_attention_self_key
call_method,size,{bert_encoder_layer_0_attention_self_key: None},"(bert_encoder_layer_0_attention_self_key,)",{},{getitem_6: None},,bert_encoder_layer_0_attention_self_key,getitem_6,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[2, 512, 1024]]",[True],True,0.0069887999445199965,0.0069887999445199965,0.0,0.0,"(1,)",,size_2
call_function,<built-in function getitem>,{size_2: None},"(size_2, slice(None, -1, None))",{},{add_4: None},,size_2,add_4,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,0.006873599905520678,0.006873599905520678,0.0,0.0,"(1,)",,getitem_6
call_function,<built-in function add>,{getitem_6: None},"(getitem_6, (16, 64))",{},{view: None},,getitem_6,view,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,0.006777600012719631,0.006777600012719631,0.0,0.0,"(1,)",,add_4
call_method,view,"{bert_encoder_layer_0_attention_self_key: None, add_4: None}","(bert_encoder_layer_0_attention_self_key, add_4)",{},{permute: None},,add_4,permute,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[2, 512, 1024], [1]]","[True, True]",True,0.008416000008583068,0.008416000008583068,0.0,0.0,"(2, 512, 16, 64)",torch.float32,view
call_method,permute,{view: None},"(view, 0, 2, 1, 3)",{},{transpose: None},,view,bert_encoder_layer_0_attention_self_value,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[2, 512, 16, 64]]",[True],False,0.00879360008984804,0.00879360008984804,0.0,0.0,"(2, 16, 512, 64)",torch.float32,permute
call_module,bert.encoder.layer.0.attention.self.value,{bert_embeddings_dropout: None},"(bert_embeddings_dropout,)",{},"{size_3: None, view_1: None}",,permute,size_3,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>), ('bert.encoder.layer.0.attention.self.value', <class 'torch.nn.modules.linear.Linear'>)])}","[[2, 512, 1024]]",[True],True,0.2471744041889906,0.0813056007027626,0.15395840350538492,0.011910399980843067,"(2, 512, 1024)",torch.float32,bert_encoder_layer_0_attention_self_value
call_method,size,{bert_encoder_layer_0_attention_self_value: None},"(bert_encoder_layer_0_attention_self_value,)",{},{getitem_7: None},,bert_encoder_layer_0_attention_self_value,getitem_7,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[2, 512, 1024]]",[True],True,0.0069887999445199965,0.0069887999445199965,0.0,0.0,"(1,)",,size_3
call_function,<built-in function getitem>,{size_3: None},"(size_3, slice(None, -1, None))",{},{add_5: None},,size_3,add_5,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,0.006943999882787466,0.006943999882787466,0.0,0.0,"(1,)",,getitem_7
call_function,<built-in function add>,{getitem_7: None},"(getitem_7, (16, 64))",{},{view_1: None},,getitem_7,view_1,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,0.0067391999997198585,0.0067391999997198585,0.0,0.0,"(1,)",,add_5
call_method,view,"{bert_encoder_layer_0_attention_self_value: None, add_5: None}","(bert_encoder_layer_0_attention_self_value, add_5)",{},{permute_1: None},,add_5,permute_1,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[2, 512, 1024], [1]]","[True, True]",True,0.0084672000259161,0.0084672000259161,0.0,0.0,"(2, 512, 16, 64)",torch.float32,view_1
call_method,permute,{view_1: None},"(view_1, 0, 2, 1, 3)",{},{matmul_1: None},,view_1,size_4,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[2, 512, 16, 64]]",[True],False,0.008646399900317191,0.008646399900317191,0.0,0.0,"(2, 16, 512, 64)",torch.float32,permute_1
call_method,size,{bert_encoder_layer_0_attention_self_query: None},"(bert_encoder_layer_0_attention_self_query,)",{},{getitem_8: None},,permute_1,getitem_8,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[2, 512, 1024]]",[True],True,0.007014399953186512,0.007014399953186512,0.0,0.0,"(1,)",,size_4
call_function,<built-in function getitem>,{size_4: None},"(size_4, slice(None, -1, None))",{},{add_6: None},,size_4,add_6,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,0.006969599891453982,0.006969599891453982,0.0,0.0,"(1,)",,getitem_8
call_function,<built-in function add>,{getitem_8: None},"(getitem_8, (16, 64))",{},{view_2: None},,getitem_8,view_2,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,0.006880000047385692,0.006880000047385692,0.0,0.0,"(1,)",,add_6
call_method,view,"{bert_encoder_layer_0_attention_self_query: None, add_6: None}","(bert_encoder_layer_0_attention_self_query, add_6)",{},{permute_2: None},,add_6,permute_2,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[2, 512, 1024], [1]]","[True, True]",True,0.00849280022084713,0.00849280022084713,0.0,0.0,"(2, 512, 16, 64)",torch.float32,view_2
call_method,permute,{view_2: None},"(view_2, 0, 2, 1, 3)",{},{matmul: None},,view_2,transpose,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[2, 512, 16, 64]]",[True],False,0.008774399943649768,0.008774399943649768,0.0,0.0,"(2, 16, 512, 64)",torch.float32,permute_2
call_method,transpose,{permute: None},"(permute, -1, -2)",{},{matmul: None},,permute_2,matmul,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.0', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.0.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.0.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[2, 16, 512, 64]]",[False],False,0.0084799999371171,0.0084799999371171,0.0,0.0,"(2, 16, 64, 512)",torch.float32,transpose
