19;4;604;15
3;12;940;12
3;26;1020;12
19;3;522;52
7;22;804;62
32;9;992;50
13;8;851;43
30;17;703;33
22;19;710;44
26;28;848;38
26;7;702;41
31;21;767;33
17;25;754;61
18;22;822;33
17;24;754;36
8;30;827;43
26;33;831;40
19;24;739;47
9;31;669;123
24;27;995;92
16;6;970;111
5;8;576;129
13;10;681;106
29;8;723;127
6;33;969;72
30;9;938;123
4;30;828;67
26;17;516;92
5;3;946;109
5;4;583;125
3;19;931;88
9;27;896;113
29;25;897;75
9;23;634;174
26;9;741;129
2;20;987;237
25;15;766;246
23;10;795;177
8;3;942;133
16;14;581;154
3;29;562;191
3;26;962;188
14;4;656;257
19;15;839;211
16;20;659;185
27;20;794;144
12;28;1020;141
23;25;839;235
27;10;820;449
12;31;759;372
20;10;987;286
27;27;650;455
16;17;721;426
6;29;892;304
13;4;787;450
3;5;705;368
31;14;853;412
1;14;707;317
31;16;722;460
16;21;802;451
30;23;828;390
24;33;1022;495
7;31;840;361
24;21;936;559
15;10;529;780
27;19;669;713
22;15;901;764
32;22;776;1013
32;30;685;873
11;9;1013;701
4;3;589;562
1;27;653;749
5;10;522;736
33;30;895;574
31;32;529;519
27;1;530;794
19;2;953;696
7;7;665;759
13;49;23;18
26;38;24;26
30;48;15;20
6;35;6;26
25;57;31;4
1;43;6;32
28;54;7;3
15;46;31;18
3;37;18;3
12;53;2;14
10;58;5;20
11;48;25;22
25;41;6;33
23;36;7;28
15;37;22;26
21;34;18;61
32;47;23;57
28;44;25;38
19;48;5;38
18;42;25;42
25;53;24;39
6;33;20;61
24;50;7;41
6;44;28;61
33;59;7;34
6;55;6;53
25;33;19;59
25;38;16;43
25;43;9;50
20;50;32;42
5;43;28;100
27;52;31;74
24;49;16;128
13;62;7;82
20;33;26;107
25;54;29;107
28;41;20;106
13;63;21;87
26;53;19;127
16;53;25;100
26;56;8;90
12;34;30;91
29;51;5;117
32;41;20;95
17;42;28;113
5;61;31;231
33;59;3;221
6;39;16;219
11;35;26;213
28;39;1;154
17;47;33;185
29;56;26;247
33;42;23;135
31;39;19;235
6;40;10;218
20;54;30;181
31;55;31;153
29;61;21;146
20;35;8;134
22;39;11;191
12;43;22;475
30;47;26;351
12;60;26;271
13;61;28;456
1;46;14;399
5;39;12;444
21;45;30;315
17;64;21;455
26;40;23;437
30;44;20;300
9;53;8;379
20;40;12;448
10;65;25;471
9;57;28;352
32;44;11;507
19;41;12;835
29;36;23;522
32;41;13;906
33;64;27;1016
27;61;32;684
6;34;15;812
3;50;15;808
11;62;32;628
8;50;24;555
29;46;28;617
16;52;3;973
17;55;6;962
8;48;14;872
28;43;9;724
14;36;23;800
11;53;51;19
18;65;39;9
27;36;50;9
9;48;42;21
16;58;64;10
18;59;57;29
5;38;58;33
18;56;62;32
21;33;38;30
23;37;58;14
28;46;64;18
21;51;54;9
32;54;36;3
7;62;34;8
11;61;62;1
28;45;41;52
11;50;38;56
17;38;56;43
4;58;52;47
28;38;39;33
14;63;37;41
15;61;33;33
22;40;60;41
31;37;47;57
6;39;39;53
24;52;41;57
9;42;37;33
11;61;55;46
10;59;61;46
6;39;41;40
25;55;60;105
9;48;50;75
16;51;34;103
14;65;45;115
19;36;48;128
25;40;48;128
5;33;56;105
9;57;59;111
12;63;37;67
5;33;49;92
3;36;58;129
19;65;59;119
26;38;42;100
6;52;38;91
10;53;58;73
20;60;48;143
16;38;60;158
30;36;52;173
8;33;41;131
11;64;55;195
11;56;41;197
8;34;54;238
18;37;49;148
32;62;65;221
4;64;43;223
11;49;39;158
15;65;33;140
1;48;35;249
24;57;42;174
3;59;47;211
16;59;53;395
5;56;40;283
12;47;35;462
5;62;51;416
21;38;62;261
24;45;51;412
16;62;56;509
13;48;42;260
27;34;47;434
1;54;33;449
20;39;46;378
27;64;36;329
18;38;35;375
27;56;62;300
7;65;41;458
5;36;60;646
16;51;49;835
26;53;53;976
18;47;37;720
9;39;42;621
11;61;62;834
27;40;55;725
29;52;62;784
8;38;43;824
3;46;53;664
6;48;55;918
33;36;52;779
12;34;58;976
16;39;62;617
9;40;33;576
15;41;90;26
24;38;98;5
2;37;90;29
9;38;107;8
3;62;71;11
28;58;128;2
25;60;87;23
14;44;100;18
29;42;69;16
19;64;117;31
4;38;100;25
9;59;90;16
2;57;110;31
32;55;129;21
25;50;88;2
21;47;68;50
4;63;110;47
11;39;96;48
18;36;93;57
23;44;87;48
21;55;68;55
10;45;128;52
12;64;69;38
4;47;93;34
31;33;107;45
9;54;87;53
4;34;83;42
8;56;74;56
26;39;108;52
21;41;85;60
32;53;87;110
15;44;113;104
19;41;87;65
26;35;88;105
15;39;128;83
22;37;95;109
21;43;76;107
29;33;98;91
16;37;109;97
7;33;71;114
29;59;86;117
32;57;109;113
7;63;93;85
29;37;69;102
2;53;98;78
5;54;86;225
11;37;76;215
31;34;120;171
28;43;71;154
22;46;89;233
17;51;103;189
7;36;115;254
10;36;111;129
28;38;102;251
13;39;68;181
11;51;75;250
8;52;115;249
32;49;76;228
12;56;113;223
12;61;70;196
29;62;98;372
18;36;84;306
6;55;117;373
4;57;118;500
16;63;103;297
26;35;129;332
8;61;87;342
14;45;81;278
28;38;120;360
10;49;105;291
6;57;115;423
18;62;66;471
8;59;84;332
7;39;77;403
23;59;98;453
32;63;69;689
18;58;83;924
3;58;107;756
4;63;99;894
2;54;103;831
18;64;77;746
9;52;121;841
18;59;76;705
29;46;117;1009
24;36;85;580
20;65;116;651
2;44;89;718
4;48;69;980
4;56;90;793
24;62;129;919
8;34;190;24
32;61;174;31
23;55;170;17
6;51;136;25
4;43;183;15
15;46;197;27
33;34;131;31
9;44;131;15
17;52;199;28
25;55;246;17
14;62;206;26
7;33;224;19
20;39;252;5
22;50;212;18
17;52;177;10
16;36;232;53
9;34;256;51
17;59;232;57
3;45;216;47
31;55;205;43
12;51;153;63
9;49;175;54
6;47;219;47
20;59;213;56
17;51;247;40
31;36;147;63
13;65;159;57
20;59;142;42
9;45;216;59
30;42;209;44
6;64;214;87
21;36;130;122
18;46;172;85
32;38;162;120
28;58;238;126
25;33;138;90
24;33;211;89
2;33;192;93
23;52;162;78
25;65;207;86
5;35;205;102
30;54;240;82
22;64;220;89
11;58;133;94
15;41;183;67
33;43;160;222
3;57;194;141
4;39;134;141
8;59;242;226
8;49;250;168
14;33;206;236
7;50;164;236
7;65;159;201
8;39;256;179
13;49;180;220
27;51;170;139
32;46;252;213
16;33;132;151
8;64;167;152
33;37;154;194
15;62;204;392
30;36;154;346
3;51;221;417
28;40;153;280
1;41;172;425
23;61;197;304
24;54;175;315
26;58;245;396
25;63;236;342
8;41;144;338
7;59;252;481
12;57;220;271
9;63;253;314
27;61;140;289
17;53;132;371
22;39;239;767
31;55;227;665
4;33;169;993
32;43;148;1016
21;48;213;797
4;65;186;900
26;48;149;983
29;61;151;1023
29;53;159;1022
2;39;232;935
3;33;152;824
33;46;245;862
24;36;186;978
22;63;222;976
8;39;185;515
22;55;406;24
7;35;341;32
9;59;311;17
13;45;318;26
14;62;354;22
7;59;280;8
29;62;325;32
1;36;478;31
33;44;345;9
7;57;421;33
25;59;384;18
26;54;407;29
9;41;468;33
20;53;368;13
14;51;433;9
12;65;422;40
23;63;470;51
28;33;311;34
25;42;284;36
13;50;339;51
17;42;288;51
14;35;440;61
7;47;456;48
33;51;281;57
25;59;417;36
1;49;360;61
15;56;357;45
19;61;347;37
12;44;318;57
3;60;399;49
9;43;387;65
22;62;336;70
10;53;283;103
32;55;294;105
15;44;291;129
11;59;463;76
23;47;366;107
22;56;407;92
31;33;315;109
29;48;381;70
21;57;315;114
17;51;269;112
33;65;485;127
3;51;355;106
33;38;306;86
1;37;364;183
28;39;362;240
5;42;269;246
22;35;301;147
4;44;385;147
15;49;465;228
29;58;478;209
2;57;317;130
5;35;294;220
33;39;405;206
6;51;481;226
26;34;499;169
15;41;457;204
10;52;448;131
10;40;278;130
26;38;413;364
23;46;468;329
11;44;370;386
13;40;349;284
30;37;405;291
17;39;358;506
22;55;322;377
7;51;292;356
21;64;487;425
20;42;443;418
28;43;259;417
16;47;480;398
24;41;426;502
30;61;440;413
32;39;346;298
18;41;357;782
5;37;266;544
26;46;275;779
31;42;444;914
15;51;325;988
33;65;303;919
24;65;262;757
11;65;328;969
11;44;331;1008
23;35;369;1012
15;37;392;891
15;35;362;882
25;63;489;560
3;53;309;793
17;44;449;900
24;37;770;25
15;58;874;23
32;63;519;33
9;61;682;15
5;65;800;14
10;44;674;24
8;47;937;22
8;63;1003;31
14;43;933;2
16;35;643;11
9;65;553;10
4;43;777;12
26;34;803;6
14;61;995;31
11;47;933;10
12;65;783;43
22;62;583;47
25;57;648;39
2;45;942;42
7;44;1000;35
33;40;608;63
9;33;954;59
24;35;952;47
31;57;871;39
28;41;773;63
15;38;803;59
17;45;518;33
8;33;897;46
21;59;883;39
10;60;772;49
28;56;795;115
14;59;1007;87
24;63;772;104
23;58;654;80
15;61;678;77
14;65;923;108
4;43;911;65
6;42;995;120
6;37;782;93
24;38;551;114
26;51;571;87
32;61;523;90
19;45;547;94
11;35;881;95
1;43;601;100
26;55;917;232
13;33;583;152
19;55;868;199
15;45;978;232
1;49;692;233
33;39;587;257
19;54;632;194
17;61;899;252
16;54;982;246
2;63;632;195
5;57;738;187
21;59;874;131
17;48;807;152
26;54;590;174
31;53;875;184
18;44;707;512
13;48;760;392
14;47;720;384
23;42;622;318
6;64;519;278
31;56;835;509
18;64;700;400
26;47;644;284
28;63;546;434
26;44;981;318
30;53;521;263
14;57;616;423
24;49;704;391
16;50;995;432
24;44;1023;474
14;59;894;886
26;50;974;697
9;47;615;789
16;60;903;713
10;42;997;522
12;59;1024;650
21;64;820;769
4;58;614;680
4;46;773;1000
7;61;855;779
24;56;776;865
2;59;637;872
13;44;804;876
21;65;1012;970
6;57;806;987
10;86;22;27
26;74;6;11
22;94;21;21
19;99;26;18
29;111;29;27
11;88;2;9
16;97;6;14
11;115;7;7
5;125;4;2
26;75;7;17
10;75;25;20
15;96;19;29
9;81;11;2
3;110;21;31
30;99;29;9
12;123;28;52
23;126;15;38
29;104;24;59
17;84;20;33
1;82;23;51
31;66;32;63
20;66;28;51
15;65;24;45
27;120;26;48
11;114;25;47
17;75;28;48
18;101;18;59
13;73;12;41
19;79;30;61
18;127;13;53
2;84;4;67
12;78;19;99
9;121;1;94
6;84;1;128
14;108;27;104
32;112;30;69
22;75;10;72
18;115;5;125
12;89;17;113
1;80;16;114
29;96;3;90
30;77;14;125
25;104;21;85
3;80;17;126
20;90;24;71
14;79;16;240
21;66;11;199
8;115;16;131
3;125;10;224
6;96;11;256
6;108;4;144
23;84;7;161
32;94;21;217
29;89;2;225
23;82;17;139
32;121;19;254
13;88;23;211
30;100;11;146
10;122;19;196
24;123;1;226
12;67;24;379
21;73;25;354
32;84;19;422
27;106;8;306
5;70;9;348
3;90;7;505
13;77;3;455
32;97;4;444
15;74;1;363
32;75;30;288
24;118;24;286
18;70;5;412
5;92;7;308
15;114;13;355
16;87;27;311
23;123;28;619
11;88;26;858
11;121;23;835
21;112;27;953
21;95;14;897
17;111;29;971
26;65;3;804
2;82;20;519
20;93;14;835
2;100;33;671
7;69;30;877
10;82;17;888
16;94;17;820
6;116;14;592
21;126;12;1012
7;103;35;25
6;72;54;23
28;118;40;15
1;113;36;20
3;105;42;21
33;93;42;4
26;122;65;6
15;120;51;26
10;81;54;6
31;71;58;17
6;116;65;28
9;82;63;13
32;115;45;16
16;74;50;28
21;76;40;27
28;111;55;45
21;109;34;52
11;109;61;42
29;70;47;45
24;84;38;40
4;96;42;51
1;108;40;52
29;125;34;54
14;92;46;49
31;83;34;57
3;97;43;36
19;90;50;36
30;66;37;57
18;111;39;34
19;114;47;57
33;77;53;127
6;88;45;129
30;67;35;96
20;107;64;115
11;67;55;110
23;103;48;129
18;72;49;114
2;100;47;84
22;115;41;76
25;94;59;95
10;119;52;107
29;81;46;82
13;82;52;82
28;83;43;105
5;80;44;105
10;68;53;234
27;103;61;199
10;89;39;162
12;68;50;188
15;94;34;220
6;126;41;257
31;112;44;228
32;125;41;170
13;93;35;233
1;99;59;185
13;91;37;174
29;127;53;246
16;119;58;139
25;105;58;138
7;122;62;139
16;115;35;455
4;89;51;482
26;103;51;493
11;119;51;284
10;124;61;303
33;79;44;326
26;117;53;487
2;87;62;360
30;76;49;422
11;80;38;315
29;111;38;453
33;85;57;451
3;86;54;333
11;83;44;283
27;104;52;485
19;88;40;647
13;65;49;525
30;128;64;518
32;95;46;1000
30;117;61;594
1;96;50;725
4;88;42;569
23;69;42;546
20;107;38;563
7;118;44;678
19;87;62;881
3;76;52;843
24;113;37;950
5;102;63;650
8;100;54;936
14;91;72;7
6;126;101;28
21;98;110;9
32;128;128;12
15;102;89;1
8;68;124;8
14;118;117;3
22;109;92;1
13;101;97;5
20;103;129;21
1;79;107;22
26;68;87;13
22;108;126;31
3;82;126;10
30;107;124;27
4;103;105;34
14;107;110;37
10;100;68;54
25;86;114;44
8;104;105;35
18;117;76;64
16;112;122;52
14;103;87;40
24;69;90;38
29;129;68;63
33;84;89;54
31;104;106;42
7;81;91;35
30;114;79;33
20;70;76;54
30;70;78;104
2;104;91;106
13;89;101;100
21;121;80;99
10;85;100;79
1;78;91;109
21;99;83;101
16;86;74;104
22;121;71;81
2;125;71;78
25;71;76;119
26;87;122;110
20;107;90;75
30;81;76;124
7;123;104;124
31;94;93;165
17;111;115;175
22;106;123;253
2;73;125;157
23;126;124;172
19;109;81;155
26;78;106;147
20;124;116;234
16;96;85;252
25;73;108;182
28;120;108;189
12;74;127;158
30;106;77;242
12;104;116;146
7;113;106;255
4;76;92;328
1;83;84;488
19;114;122;357
14;105;103;412
28;109;76;261
33;116;81;407
4;112;71;257
23;79;101;272
16;120;115;419
25;116;113;479
14;87;125;328
13;114;111;470
10;101;81;325
1;74;67;330
32;120;82;300
9;118;123;948
12;123;119;973
25;110;93;703
28;65;128;755
33;99;117;888
3;69;126;890
8;126;75;658
18;124;75;603
16;125;74;832
4;108;66;993
30;125;107;944
23;102;102;684
3;103;98;575
31;86;71;811
2;101;127;597
9;129;148;18
17;81;200;18
17;66;157;12
10;122;223;12
17;95;253;12
3;108;150;10
10;128;234;25
16;121;171;14
23;71;196;8
4;86;247;26
31;103;250;15
25;114;250;17
10;120;132;19
29;113;209;3
7;110;239;18
22;99;197;39
17;115;247;48
13;108;175;53
1;66;146;33
27;77;155;61
23;93;201;49
13;69;135;38
4;92;160;40
6;81;225;44
8;88;193;51
30;74;245;50
28;106;194;43
5;100;144;57
25;107;144;49
17;87;241;37
32;90;229;87
32;78;165;120
14;78;242;98
7;69;147;74
17;122;133;128
10;65;138;114
18;84;213;115
1;127;251;120
26;73;186;65
25;126;160;110
22;103;231;72
6;111;216;75
30;102;180;87
3;114;177;103
25;78;220;127
6;121;177;164
3;89;135;190
32;114;145;207
32;122;133;138
22;72;215;139
26;80;183;246
10;94;147;138
10;127;133;249
3;96;162;132
12;71;207;153
30;86;145;156
8;128;185;145
13;119;215;231
21;80;164;211
14;70;173;214
5;80;199;329
27;86;223;341
29;96;139;325
7;113;169;265
32;75;130;260
12;76;201;470
31;81;181;330
18;122;234;379
12;69;175;512
6;103;218;471
1;95;178;317
7;111;185;494
14;100;142;356
8;84;250;511
12;85;140;284
24;101;182;958
17;107;245;557
7;71;174;674
2;127;158;585
16;121;212;942
13;106;187;625
21;94;154;755
27;90;225;738
5;125;253;568
28;83;184;978
12;114;224;652
30;89;220;789
13;107;161;545
4;100;163;626
30;123;236;688
22;93;408;11
11;94;301;27
32;92;499;30
18;66;476;16
16;106;479;15
10;65;470;3
3;125;274;28
26;126;307;29
32;95;299;1
27;92;324;23
19;95;303;2
31;104;339;30
2;123;494;9
26;88;446;30
1;74;454;22
3;102;475;50
14;75;428;36
33;111;283;40
25;111;495;35
24;111;346;37
14;82;428;48
8;126;364;47
21;110;393;65
28;100;284;37
24;109;488;64
33;80;497;51
29;112;290;45
30;76;298;58
12;101;296;39
11;100;314;42
32;84;361;67
19;118;324;125
23;118;484;67
19;89;289;67
15;107;467;108
21;127;484;123
20;81;413;86
17;94;504;112
19;71;332;110
19;123;342;85
19;88;346;84
11;95;316;70
21;81;482;98
24;88;362;69
21;109;332;112
29;85;411;160
2;116;512;166
30;105;336;130
33;107;408;250
19;83;483;215
8;126;277;164
8;104;269;231
15;122;439;152
21;72;356;185
18;90;268;150
29;76;458;178
32;105;285;221
26;83;475;223
25;112;263;201
23;109;414;243
6;92;484;469
29;101;340;474
27;82;301;330
14;103;500;428
5;113;302;260
27;99;469;346
30;82;359;352
25;102;508;278
20;103;509;494
15;68;258;335
17;103;498;320
19;118;348;508
16;68;318;398
32;73;442;503
28;98;500;318
24;67;389;679
4;83;420;985
9;110;340;567
18;111;471;877
4;102;406;591
33;89;350;609
11;106;418;821
18;111;306;873
10;66;327;801
24;127;467;861
11;78;368;671
33;93;353;629
27;123;296;632
9;67;502;869
20;111;328;965
22;87;824;2
8;93;644;10
15;104;641;14
9;75;948;8
5;67;1008;28
3;90;623;3
33;72;993;8
17;70;580;20
1;77;639;14
13;88;872;2
6;83;797;23
23;85;1025;16
33;73;614;1
14;89;801;11
1;77;732;33
31;111;702;61
7;88;876;57
28;92;746;59
8;105;639;62
8;82;1020;56
19;70;597;53
32;79;907;51
30;104;967;47
27;102;951;45
5;125;889;44
1;127;620;58
29;75;635;42
26;116;617;43
5;111;716;54
13;116;638;47
28;128;798;99
26;110;1000;116
32;100;663;123
7;80;769;127
32;94;650;68
7;71;582;128
2;87;904;106
10;103;611;74
32;124;719;102
32;127;780;108
2;69;953;80
25;122;835;113
29;123;549;69
12;103;681;127
28;82;832;114
32;79;1015;249
31;85;570;229
17;128;899;219
19;106;575;136
3;81;888;218
2;108;902;153
28;109;878;234
23;72;763;192
16;104;599;145
20;79;858;172
2;106;551;246
28;118;786;134
31;67;837;225
25;106;613;254
7;91;857;256
33;108;683;410
24;120;719;511
5;92;807;392
4;103;924;372
6;77;857;396
5;125;950;364
23;74;822;410
28;105;717;469
26;97;977;349
2;88;1024;366
30;99;957;287
13;111;986;332
16;84;820;479
27;105;578;361
27;99;806;339
17;95;928;757
8;84;709;541
16;104;988;1010
28;119;550;719
11;99;652;542
17;100;693;556
32;67;569;598
21;103;578;929
24;76;919;656
16;79;1025;636
17;128;605;756
8;105;850;912
16;119;736;660
7;87;732;794
29;117;773;570
32;224;8;21
28;250;16;18
10;221;31;24
20;134;3;4
16;193;25;20
24;160;16;29
25;131;26;17
20;152;16;20
14;170;29;21
27;137;18;6
32;249;27;22
28;154;11;17
33;145;23;27
21;245;2;4
12;242;9;1
26;180;20;53
6;157;11;48
9;234;21;61
31;163;17;44
21;201;13;38
27;223;12;58
25;186;2;34
15;151;30;45
17;172;4;58
28;195;10;38
24;172;8;33
28;245;32;40
15;181;13;50
19;255;25;41
28;181;14;51
13;236;12;117
10;136;19;98
16;244;16;112
30;150;1;125
9;211;26;92
25;237;17;74
7;144;4;107
16;249;23;70
1;193;33;113
20;230;24;81
3;174;17;86
33;255;22;124
9;151;21;120
10;195;8;105
3;161;32;100
24;239;19;196
17;209;28;171
21;254;10;241
4;177;10;142
15;175;3;249
17;170;30;240
8;255;3;242
23;253;30;255
8;166;8;218
6;181;19;175
11;198;14;130
12;235;5;192
32;153;22;135
19;160;26;224
7;211;10;136
6;246;31;489
18;130;22;279
29;212;9;365
4;201;21;285
5;226;6;461
17;174;16;461
6;134;14;340
25;232;19;335
8;205;32;478
20;162;23;306
24;180;32;485
25;250;18;473
6;237;24;352
28;238;6;277
33;216;30;371
10;255;6;810
30;240;6;1002
20;167;9;820
16;238;19;561
5;140;33;623
33;237;27;609
30;193;23;773
6;257;2;629
30;174;12;915
3;150;27;817
21;245;29;784
22;176;14;702
6;195;7;957
2;130;26;632
1;172;31;984
26;253;52;24
26;206;38;9
9;132;45;8
2;177;34;14
31;166;48;28
13;151;52;30
10;250;60;2
8;171;42;29
32;249;34;29
16;180;51;26
4;214;33;7
28;235;64;19
3;253;58;32
33;253;47;4
2;237;53;5
18;235;63;40
32;217;61;60
2;170;51;45
31;217;61;47
33;185;54;62
9;204;57;59
24;249;43;46
19;151;63;41
12;180;43;64
7;235;64;52
16;182;36;34
23;195;55;43
12;257;35;37
22;239;40;47
8;186;64;49
22;219;35;99
10;155;36;121
30;157;39;78
3;155;43;80
14;221;43;102
29;256;39;84
